"n","p","q","tau","B","scale3","MTTB","shapes.1","shapes.2","shapes.3","shapes.4","shapes.5","scales.1","scales.2","scales.3","scales.4","scales.5","shapes.lower.1","shapes.lower.2","shapes.lower.3","shapes.lower.4","shapes.lower.5","shapes.upper.1","shapes.upper.2","shapes.upper.3","shapes.upper.4","shapes.upper.5","scales.lower.1","scales.lower.2","scales.lower.3","scales.lower.4","scales.lower.5","scales.upper.1","scales.upper.2","scales.upper.3","scales.upper.4","scales.upper.5","logliks"
200,0.215,0.825,312.181504248672,1000,440.1141,924.869251041088,1.56479896723188,0.965989091891058,0.850940471054544,1.13471996733675,1.40842195399078,768.936372039953,1062.02148016752,601.479766569196,1042.49993757204,816.131357987352,1.10633522739707,0.565854166425928,0.68107449514082,0.831280898622912,0.795342516113952,2.19491292177276,1.37878816611873,1.04506787858885,1.55288171669624,2.12716980026408,495.502122589168,559.860361765334,436.520311103009,602.173088830252,516.233265929685,1666.63588489419,5657.20285505869,1123.4019744822,2568.62803076366,3023.76499565338,-1150.46289129486
200,0.215,0.825,312.181504248672,1000,440.1141,862.156781140884,0.939803706156753,0.772606856225704,1.24290166907123,1.40184055425033,1.02694713540189,1979.9341209547,2768.47101510847,398.97266046219,747.635029471366,997.751288824206,0.518942241616355,0.450472168591008,0.954724954107082,1.00197984722012,0.674622704707608,2.09909523941913,1.09994325924173,1.60182557108581,2.03795725926959,1.62856910167874,689.658492032959,1073.70960821146,321.570050718906,464.992816402621,552.426899863,29311.2748664325,49292.8240425884,568.779871073343,1604.22966031453,3028.60295047686,-1182.70085123502
200,0.215,0.825,312.181504248672,1000,440.1141,420.966382684083,2.08696109927936,1.02863309260387,1.20706888527967,1.49243225932368,1.17584093007818,955.235934862427,883.736742250791,419.602852311367,620.761934949952,985.780537952272,0.820002776878675,0.702942908282004,0.937427744579661,1.15405034748403,0.826519928983938,7.00444762631964,1.40552019554613,1.49618294855087,2.25143093533836,1.88226441757777,402.91214564596,554.855036944027,324.847781493997,429.600212752978,564.037334212565,6778.8653249381,2407.66023418245,594.915191167361,1077.45063947163,2879.26902866128,-1172.62451761915
200,0.215,0.825,312.181504248672,1000,440.1141,888.237043479758,1.58696564803063,0.980976104371308,1.05960354049506,1.02405482552186,0.544731077106084,675.512257527688,912.976199418756,425.357616105948,984.098888260463,66850.4857823409,0.994719221872462,0.621565565869222,0.846027753315195,0.737891471670895,0.233252583582745,2.56544292391313,1.46424565725794,1.31514367592021,1.47560454103667,2.63655888265356,449.622257580952,518.101567712699,332.665362259465,581.022846755306,456.08693885658,1796.81951142986,3073.85795993918,633.702025948444,2261.61677487646,2810920413.93796,-1182.11268841782
200,0.215,0.825,312.181504248672,1000,440.1141,867.748422798067,1.35367236928334,1.03643274131762,1.00242224350227,1.31334554469499,0.98145357325054,688.958725944969,1040.49105110544,450.713409401964,957.033237281595,2004.8266005412,1.03123386336131,0.849674715328033,0.851599103669556,0.933807510171991,0.594117685058317,1.92742274836657,1.38465715660411,1.18800261257601,3.99464854240913,2.78591800630043,462.16415594931,612.086393583585,338.5346553791,498.444507765882,609.017474716539,1181.50440507221,2053.44489176499,650.007781662548,2609.39200836242,35663.0871701364,-1171.94611903961
200,0.215,0.825,312.181504248672,1000,440.1141,924.869251041088,2.25003506807452,0.841221439151472,1.32798386989461,1.55975701174991,1.14758062093948,650.134677483515,2273.39765098696,365.816490798611,567.664342913744,696.456761734599,1.04591395515248,0.473926448691068,1.06699458050383,0.852267387715497,0.918993481027744,153.027803515633,1.24992430955079,1.62778731551117,2.63611809884275,1.4225175161871,319.942727578807,894.473503418866,293.455891604684,383.403631043557,471.674117334467,3638.90705868474,45955.2996253733,479.289845920085,1505.63159582812,1255.67056568105,-1215.22549361027
200,0.215,0.825,312.181504248672,1000,440.1141,862.156781140884,1.45238341143714,1.37682073610256,1.06279305046973,1.37432252140018,1.16001086452332,812.318366566928,739.549123305222,455.514450667676,1046.46933596229,850.196179835981,0.870508665004714,0.909693968855793,0.881018445316778,0.995606603410614,0.736378493334023,2.62191896220571,2.39719571625293,1.3094532726613,2.47291033859543,1.97655475784778,483.799307130754,472.029700000988,353.303297859202,546.493172411853,508.915105292364,2453.88329952289,1771.12836579558,670.366273600427,2765.98232953669,2634.54640312567,-1185.46337160834
200,0.215,0.825,312.181504248672,1000,440.1141,420.966382684083,1.25857963637011,1.09366556620784,1.10115060541329,0.699847227552112,1.59032405667737,777.843034588148,938.52642005564,346.122413251974,2535.23472261459,809.402958780644,0.796221986301037,0.70403056175474,0.872391203770377,0.531813552470615,0.940604719259344,2.22463432757545,1.83959672006906,1.44039546089001,1.02684309283508,2.93379126878314,452.030550458686,501.359804495393,279.567951893351,963.679522322924,468.609290047112,2284.49639508266,3400.36010114193,473.080426685529,12516.4380891127,3115.28183345009,-1231.68577462695
200,0.215,0.825,312.181504248672,1000,440.1141,888.237043479758,1.54825619333064,1.00650877747818,1.12824894071452,1.22456618706774,1.20336042716988,854.620551310525,2032.28167802203,408.083526359561,879.746994392498,920.188018230285,1.00195580271954,0.621620803243379,0.850673247330616,0.986751777570911,0.741217045058301,4.59941417151879,1.58341917704374,1.4237296041599,1.66535389240532,1.77600373305589,443.382567467328,874.027478464144,326.513710462573,565.642032454347,539.244712229903,2396.99940427558,17340.3917980216,590.50468616402,1703.7204559351,3584.26689921028,-1168.74586725862
200,0.215,0.825,312.181504248672,1000,440.1141,867.748422798067,1.25432101969457,0.830843453130462,1.2601681972387,1.13347986214213,1.53728307512364,1427.806013726,1464.74547945092,393.354949417842,1386.89736657706,561.851964125697,0.912470595651259,0.621993333123455,0.997943812663859,0.828908368841055,1.09418236682899,1.83539114705473,1.17040277311365,1.59670945530634,1.7470957729237,2.11328672055449,717.529459379683,759.171043799275,313.470993002129,700.188359177468,419.648051977186,4152.62034622407,4923.7876835029,513.573507560736,5502.21147181921,961.844596956774,-1181.08701569634
