n,p,q,tau,B,shape.mle.1,shape.mle.2,shape.mle.3,shape.mle.4,shape.mle.5,scale.mle.1,scale.mle.2,scale.mle.3,scale.mle.4,scale.mle.5,shape.lower.1,shape.lower.2,shape.lower.3,shape.lower.4,shape.lower.5,shape.upper.1,shape.upper.2,shape.upper.3,shape.upper.4,shape.upper.5,scale.lower.1,scale.lower.2,scale.lower.3,scale.lower.4,scale.lower.5,scale.upper.1,scale.upper.2,scale.upper.3,scale.upper.4,scale.upper.5,logliks,shape.1,scale.1,shape.2,scale.2,shape.3,scale.3,shape.4,scale.4,shape.5,scale.5
1000,0.215,0.825,377.709824077126,1000,1.15538254643481,0.986293605104588,1.05985358270308,1.37083548420577,1.37080218783815,1146.99233436529,1231.61486705034,745.402365175093,743.757270712127,843.361822502497,0.962955858313963,0.853795452601701,0.944873661214242,1.17071393683289,1.12096912271264,1.37255522612451,1.14992416026281,1.1905774021908,1.62154652664677,1.72531858257909,863.982408682769,940.098705481995,623.471341798338,616.083044171758,661.98067872952,1769.29577134475,1828.40871016683,942.163021859121,939.571840697178,1166.63400493475,-6206.96254003177,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,1000,1.31205742414625,1.32804691296852,1.10192579947309,1.04023778510082,1.21117662052506,848.742338752296,736.98186700679,761.279662004532,1191.01462028827,853.174225338054,1.06886659526075,1.11617085872448,0.968638198578906,0.863862732734105,1.04159886674464,1.56577063930869,1.58783911783243,1.25411239657927,1.24150793410437,1.46320434742303,679.967486951406,609.964528426405,635.578650145162,877.17113422294,684.997102040783,1143.94418181339,985.057480536054,964.094668464161,1824.37402331406,1150.77145129529,-6356.08688425904,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,1000,1.40568895144196,1.11483639698102,1.10713626861952,1.20236122368116,1.24624924872657,940.008788373509,1145.94152752768,833.797622870801,782.312375302318,845.231822327903,1.17401864572413,0.911611057811362,0.970686904984964,1.02835683411664,1.04824903480461,1.75187930332888,1.34367233348568,1.25305392385667,1.45140269166063,1.48300563084468,716.712446977833,866.381653972951,681.556747839519,636.776548695127,686.93333061848,1269.16036881194,1948.34806222169,1093.61302420034,1016.22134533571,1148.90125474367,-6207.95309997443,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,1000,1.20475110896362,1.30237018309666,1.20921731561643,1.24129110297574,1.27292423197474,957.544067319722,886.709959354262,741.270425251668,807.863683690697,932.08562405833,0.960201841129332,1.06272115505025,1.04558405930953,1.05814244497198,1.07200072167335,1.54021887371118,1.63379058310671,1.40356563928953,1.4747719343512,1.49658810401401,725.047463333305,698.766806487255,621.357391188069,667.121075779396,750.613447415006,1475.01185622803,1290.47168627725,958.674760044216,1087.5740185993,1323.5071815951,-6286.77745857456,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,1000,1.4218299342076,1.10057591642426,1.03219402940155,1.3647763274186,1.27407486463032,862.179026363544,893.459930439498,1050.19639868561,804.677836188319,929.378106505337,1.16833395706375,0.95951203766777,0.899697283985602,1.1454059785794,1.08746803771229,1.72160782428669,1.26232791577625,1.20255551712962,1.64651218416076,1.53994350893619,688.823471609225,714.662313403219,828.221826383663,647.949937604438,730.05203272828,1203.89098555034,1216.27922092706,1501.91292718216,1054.68548743311,1265.97780046255,-6171.22002419505,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,1000,1.2534700962365,1.09805489237676,1.22617655253139,1.06282968347324,1.26354828314613,1033.21104998477,1025.43246718006,768.992446146331,1101.53359331202,786.654359725044,1.0470251040307,0.941205014489903,1.03652580525903,0.907687718193542,1.1010237684083,1.50728102262447,1.29348147242353,1.44329800449833,1.2430511110533,1.48623719580042,795.647059000531,798.871618951573,627.840215212002,860.317512550405,647.821111948076,1518.22823232157,1493.00482573747,1012.0579783796,1608.41499164237,994.23853690025,-6197.71236625871,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,1000,1.25090183309123,1.1271010728847,1.13055537753576,1.16154100557961,1.07657465140709,967.078086015392,1171.55540398559,832.75654953821,950.557295940308,939.634555667003,1.03110706962292,0.935543216669967,0.986795903644474,0.973233244928741,0.956897881133232,1.52322812537,1.39362891078012,1.28700095528379,1.37099085016324,1.23615035103215,762.364249172637,853.638894240705,687.495650301304,750.995993021765,751.13684678459,1443.90022446427,1782.68825361118,1056.80430245059,1320.25713814055,1214.31294635556,-6173.49709711082,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,1000,1.19943551771409,1.08104178776892,1.0807939582787,1.12955671506776,1.19299883341387,1105.46064981977,969.680102770394,933.725069940493,929.97688247877,1029.2874306776,1.00968605322703,0.938319274312063,0.929289032906245,0.970456832586839,0.918602562123901,1.43324189464297,1.25359018087438,1.2758641675191,1.30994230645612,1.48623431457575,851.152276728374,777.878480148498,735.732854258713,755.038867569597,782.05606535528,1598.81406863989,1338.09787704875,1271.9758285216,1261.63882736066,1730.68542839618,-6115.17555822886,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,1000,1.33533512786113,1.07821085148082,1.2266948048628,1.29126412644571,1.15952922127997,944.341640105804,964.816515565476,845.038317437521,831.903405706147,865.588982818051,1.07843409729655,0.92560453592827,1.04483941780898,1.11563732917606,1.01270392985516,1.64633466603351,1.25994187345484,1.45807855156613,1.52258243979696,1.3305042149212,723.385544413043,752.34976056548,669.087926213522,680.294040010779,697.384036670223,1340.23483214228,1318.96468796551,1115.48453809224,1078.5416681173,1120.44475821957,-6237.0919626562,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,500,1.2765375649198,1.16843440603265,1.12524624403358,1.33004624266073,1.17863011778682,814.166272989225,939.396736740933,700.216980849737,1017.86290064613,1039.55896667282,1.03510108549459,0.956335225411303,0.951340547092043,1.09627347679696,0.953256157695644,1.51482935356651,1.34727057372295,1.26366839470418,1.51488835930464,1.3277432189069,481.214443819373,597.213332700261,508.426270869387,645.611134430147,630.746576317896,966.474728482955,1136.39717373207,810.653009557247,1254.86582865681,1279.22583197548,-6215.82010898037,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,500,1.35304555957147,0.97792367924728,1.02481652067255,1.16021640473591,1.18898704094739,865.06521866213,1136.66955799106,952.490108745003,1016.72255343743,885.984294655627,1.07301117081308,0.835921936223936,0.833724463418199,0.848040913445125,1.03588522481707,1.55202332925385,1.07850004719317,1.1553652930783,1.34887807753333,1.33948335908866,604.106435914292,739.099989579657,621.793675307469,531.3501714346,626.131265152211,1036.98518997118,1402.89019982688,1155.98229996258,1272.36541903944,1044.30754301353,-6137.99535233313,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
2500,0.215,0.825,377.709824077126,500,1.35052240281743,1.14458756436825,1.13078524039671,1.2020807123268,1.27294674972215,870.360178583013,817.688464615728,852.250467337141,950.671963632427,924.168480141711,1.15930920378024,1.04028869800975,1.01859756750594,1.05154567492446,1.11533419219145,1.48787462563656,1.23123609572384,1.23653380542833,1.32664205453062,1.42185685379928,716.761294068741,693.192538150235,690.225015732588,739.020520947682,737.46715904023,991.655511051499,912.37562864045,964.55561642314,1097.53400680272,1059.56650345454,-15582.1981378022,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
2500,0.215,0.825,377.709824077126,500,1.2618404733277,1.08610448873418,1.10913404780362,1.17768194063063,1.21778625641561,909.07844501598,1040.94412392975,853.463923988091,869.069862469404,1005.61398875841,1.10119636028461,0.991051278140316,0.994124837928196,1.08693237864287,1.04274834722303,1.38853059992382,1.18127965857975,1.2139563929885,1.27152839990465,1.37053423872357,715.957852662186,834.98470572033,706.59205848737,721.494298307261,745.30583989489,1046.61270382203,1190.71146153522,967.088956261932,976.053145125428,1178.29607264021,-15491.5199098127,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
5000,0.215,0.825,377.709824077126,500,1.31266909182778,1.13641666002833,1.15128057958295,1.12412257960322,1.14341204606101,965.380964385829,878.365634431748,849.31935842872,1006.85296230629,995.763387002628,1.19533861748933,1.05652131286478,1.06932217813939,1.03658969045269,1.06057628831628,1.41634644903616,1.20686804670394,1.22476423293717,1.19931250854345,1.227116716645,830.296098337418,763.260846359532,745.188841943848,860.377401876734,840.871422793545,1070.48025985667,970.637366353028,925.770206573748,1124.47651425591,1115.34013492785,-30794.3083649492,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
5000,0.215,0.825,377.709824077126,500,1.23621791429274,1.26646823861454,1.13735791885078,1.15133696407667,1.19487836800032,989.234370476353,856.796462845022,818.44134638905,943.650241494393,895.292729721509,1.13348215724806,1.16718358578785,1.05631160316076,1.05595097225074,1.10380256429641,1.33329858430725,1.36332503150146,1.20854421342741,1.24102454038626,1.29076345354504,829.714688534025,741.928143804148,724.746911368908,802.651021220905,774.935425296868,1100.87123528146,950.903844371381,889.44271614898,1062.70520942559,983.334694262962,-31138.1680492467,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,500,1.26378121761094,1.15957133495201,1.09087467591093,1.2356849604484,1.30137091731062,939.391353503528,907.633728176259,828.896643870654,1001.6340344672,836.337980170238,0.994874498895842,0.882388155462535,0.915112799973644,0.94969736449781,1.01353915010467,1.46170023769686,1.33945819729794,1.22611731367474,1.42298675147172,1.49117802141925,580.223029868927,605.531350037126,601.067395990527,609.467582066037,543.128533772158,1146.79946191682,1101.1758340666,980.63560358694,1230.56802593808,1014.87603612497,-6242.54153615711,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
1000,0.215,0.825,377.709824077126,500,1.15737428145954,1.19408339031081,1.05078593973278,1.24059845857436,1.24753247235882,967.756151965831,940.303610823771,956.315293267132,825.416192967484,925.369868668094,0.983980686801563,0.951401155147122,0.897171585128996,1.04717462200791,0.964058819406301,1.31991482150329,1.35719405714889,1.17361322130001,1.40150461611372,1.4353512303582,564.323789818721,601.499592164735,667.871446969962,572.057082501473,588.793245206437,1173.09694444423,1152.50769691498,1162.44286428967,977.979078208153,1123.93662675022,-6181.37744075866,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
2500,0.215,0.825,377.709824077126,500,1.30577906500249,1.21337248167832,1.10053361047412,1.16517600704143,1.09476354186875,1001.26352084583,839.929484232487,821.241396748013,1023.0349727049,1082.85114406594,1.13682213571892,1.0975595684343,0.990023310362538,1.01336356127096,0.964159283470985,1.44427135743184,1.32190144334653,1.1968301890725,1.30540442508191,1.2102082292755,760.293816777101,703.799859914462,684.27922208124,784.426002081512,799.623452764121,1155.8526466393,952.164452983187,910.227441254041,1191.38510094103,1264.65220078065,-15438.4094994907,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
2500,0.215,0.825,377.709824077126,500,1.09245259397353,1.1010112632801,1.16038817639456,1.13715929470583,1.34605847242035,1244.29118966488,999.962468655382,795.029196809152,1048.43349537079,805.377201617684,0.943503399260875,0.980316036654417,1.0502008287369,0.992422029409077,1.1616054504907,1.22801933229247,1.2155591277552,1.25434526574408,1.25082975984886,1.51179441267711,849.017640396444,779.194844911013,667.337641752081,806.391176476129,662.189309445483,1473.12357788666,1153.55359364905,894.833766713103,1221.11740421576,902.749700319913,-15434.2078311811,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
5000,0.215,0.825,377.709824077126,500,1.27403695098105,1.1982902242037,1.13090606509984,1.14164482975324,1.22664388250515,996.56311329179,852.011477269631,823.829429391679,933.278410986437,910.925821631603,1.14969680260146,1.10998722728432,1.04929069733207,1.06011762792572,1.13478082258895,1.37943993858434,1.27454271911707,1.2071935703695,1.22094681221032,1.33004445816869,847.720204608321,754.253512600625,723.985640566369,815.090536602306,757.985191497802,1127.74846785744,934.973491861854,903.318076701638,1026.67840257462,1002.75240153098,-31195.912327918,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
5000,0.215,0.825,377.709824077126,500,1.28752018222477,1.23195815146916,1.13528403088269,1.13153771489412,1.25733260923233,922.613570803921,833.839645697129,862.740930531664,987.909378547666,838.935396463561,1.18786424369157,1.13458834744557,1.05955766001127,1.0490270352849,1.16048193592798,1.38048946994665,1.31474415135751,1.20039704729012,1.20571473429764,1.34715541151772,784.19936902664,725.267556861887,760.441565096495,855.952393906861,734.582950110158,1019.10964136138,916.049612211203,940.752594330995,1107.14462720047,921.516131251512,-31198.1209406004,1.2576,994.3661,1.1635,908.9458,1.1308,840.1141,1.1802,940.1342,1.2034,923.1631
