1.90291	3.4857	3.50348
2.14697	3.15835	3.56645
1.78639	3.08405	3.55593
1.61358	3.53537	3.9161
2.36142	3.17375	3.91051
1.84434	3.14085	4.14519
2.13316	2.92189	3.9078
1.89007	2.6641	4.44616
2.09289	2.88432	3.81645
1.62872	2.91455	4.02893
1.94984	3.12711	4.12042
2.29786	2.93825	4.18135
1.99669	2.86797	4.2112
1.77347	3.14881	4.12602
1.92649	2.88106	3.87034
1.59177	2.66448	4.39467
1.55773	2.95244	4.54639
1.46005	3.24646	3.88201
2.33728	2.7298	3.85383
1.53127	3.16815	4.101
2.053	3.19148	4.08733
1.9793	2.57484	4.20383
2.81729	2.79875	3.65135
2.01861	3.32697	3.99984
1.80597	3.05208	4.17178
1.8557	3.53123	3.62132
2.21948	2.67059	4.1322
2.01087	3.06079	3.82599
2.44062	3.22311	3.65162
2.17327	3.11501	3.767
1.71864	2.93385	4.02753
2.25433	2.94518	3.89054
1.91366	2.80904	4.05555
1.56107	3.50334	4.01159
1.72813	3.19443	3.80538
2.03382	2.92363	4.12213
1.70532	2.55798	4.09612
1.9369	2.92296	3.94423
1.50298	3.07427	3.96239
1.86012	3.24609	4.01202
1.7435	3.43194	4.00087
2.33046	2.68754	4.379
2.29244	2.61993	4.1846
2.23656	2.71966	3.99003
2.19726	2.88731	3.99502
2.04275	2.88388	3.65635
2.24827	2.91913	3.89821
1.90526	3.06337	4.3709
2.21966	2.61851	3.83239
2.14899	2.87134	4.00904
1.89059	2.62882	4.48339
1.95068	2.75786	3.69957
2.05274	3.34922	3.60131
2.56563	3.07126	3.72672
2.5681	2.67585	3.73542
1.72006	3.91265	3.81815
1.44888	3.33242	4.27419
2.0708	3.18016	3.99369
2.13676	3.13271	3.7846
1.49667	3.26383	4.2556
2.0544	2.71598	3.93469
2.29621	2.86115	3.95458
2.49207	3.25457	3.55213
1.69403	3.23088	3.80719
1.74054	2.94825	4.19149
2.04423	3.21501	4.0327
1.95274	3.35282	3.90548
1.78068	3.52346	4.16754
1.9729	3.21708	3.69697
2.13923	2.69129	3.7954
1.96504	3.01651	3.63705
1.95308	3.01025	3.99575
1.89572	2.70571	4.01548
2.24356	2.94355	3.78713
2.28207	2.45898	4.10419
2.06829	2.93322	4.39983
1.83477	3.34067	3.47914
2.28099	2.43419	3.79597
2.0254	2.54921	4.15557
1.73162	3.09961	3.82689
1.89266	2.91178	4.29487
1.9347	2.94812	4.33005
2.17601	2.97388	3.91682
1.8438	3.36223	3.83222
2.34654	3.30393	3.73569
2.39165	2.98507	3.61445
2.02091	3.09509	3.98721
1.44631	3.41854	4.52675
2.2477	2.82356	4.21675
2.0256	2.81139	3.89404
1.89744	3.46107	3.42593
2.06403	2.58453	4.3255
1.88129	3.05929	3.85049
1.5398	3.04158	4.92355
1.93394	3.40742	3.86789
2.16753	3.21456	3.80236
2.03659	3.41266	3.72457
1.67801	3.46665	4.07516
2.29725	2.42589	4.46585
1.96681	2.7788	4.27646
2.28084	2.82474	3.66689
2.6171	2.97484	3.8221
2.00336	3.15845	3.86234
2.24327	2.89455	3.90764
2.46587	2.70872	4.16582
2.00294	2.74541	3.88502
1.95164	3.19999	3.63955
2.29089	3.019	3.56953
1.73631	3.64821	4.37004
1.92345	3.1441	4.1798
2.15326	2.8772	4.25084
1.94715	2.63129	4.19252
1.90642	2.89561	4.19053
1.96322	3.04039	3.68321
2.3495	2.69027	3.92779
2.55352	3.0417	3.79273
2.15071	3.23559	4.13013
1.52303	3.29355	4.70235
1.74735	2.98506	4.36838
1.80527	3.01499	4.48526
1.89741	2.64282	3.93035
1.93508	2.95445	3.74921
1.88549	3.19794	4.15917
1.73217	3.15564	3.68729
2.06209	2.59603	4.54765
1.96429	3.20107	3.92859
2.21557	2.84587	4.48845
1.82807	3.02886	4.10419
2.06704	2.62072	4.54011
1.69587	3.42635	3.53018
2.05923	2.91133	3.90544
1.70194	3.69988	3.84788
1.53467	3.36517	4.34514
2.31294	2.5574	4.53186
1.79307	2.92463	3.98655
2.26611	3.4268	3.51892
2.43392	2.73375	3.65088
2.49791	3.20899	3.40956
1.66284	2.87997	4.02854
1.96988	3.40253	3.58161
1.77782	3.3149	4.16677
1.8388	2.70616	4.12864
2.38732	3.02645	3.98514
1.62697	3.5647	3.94859
1.73424	2.9199	4.19403
1.30783	3.19315	3.99143
2.1672	2.84675	4.16912
2.04844	3.03542	4.22724
2.10123	2.69658	3.95731
1.66199	3.30571	4.1641
2.05121	3.42479	3.6812
2.21665	2.87615	4.06692
2.47464	3.32361	3.2333
1.75218	2.8141	4.2831
1.7815	3.33141	3.7946
2.18111	2.66382	4.09406
1.27083	3.544	4.13467
1.7928	3.17734	3.90511
1.30764	3.25094	4.52226
1.83652	2.64322	4.10214
1.63777	3.20585	3.86793
2.44852	2.80365	4.09333
1.98085	2.98997	4.37283
1.99825	3.13743	4.20192
2.13177	2.78907	3.96154
1.73616	3.23721	4.06912
2.11436	2.75942	4.08538
1.65351	3.27068	4.16103
1.84775	3.20527	4.37426
2.09405	3.19717	4.05723
2.2395	3.06065	4.0311
1.84417	3.17607	3.51758
1.63465	2.99985	4.34709
2.32959	2.89379	3.87658
2.15778	3.18977	4.03412
1.82439	3.09133	3.53053
1.96114	3.26246	3.94062
1.79157	3.20989	4.32962
2.13726	2.87304	3.74897
2.11024	3.0842	3.82369
1.80721	3.39086	4.11747
1.36901	3.61417	4.14352
2.30895	2.51572	3.79082
1.81485	3.16251	4.00705
1.72252	3.1254	4.03106
2.27008	3.02067	3.86279
2.08253	2.63056	4.42081
2.20623	3.14907	4.07305
2.60178	3.24306	3.31635
2.6094	3.01945	3.69044
1.49882	3.18714	3.92794
1.96266	2.74425	3.97743
2.23876	2.62099	4.24091
1.83748	2.80823	4.02166
1.74888	3.06054	3.93498
2.18622	2.83467	4.24275
2.00169	3.07532	4.02157
1.71373	2.50205	4.35288
1.63547	2.94725	3.93534
2.32886	2.65908	3.70185
1.83856	3.16934	3.74717
2.02774	3.21059	4.14935
1.6604	2.91017	4.35633
1.88937	3.17414	4.38334
1.97881	3.1439	4.12406
1.7375	3.13813	3.98915
2.0606	2.71861	3.87878
1.72954	3.34869	4.12146
1.6605	3.28528	3.98162
1.78099	3.27414	3.93977
1.59852	3.10516	4.4832
