n,p,q,shape3,p.value,stat,loglik.F,loglik.R
100,0.215,0.825,1.5,0.503647109770019,3.33346780119109,-581.397526541217,-583.064260441813
100,0.215,0.825,1.75,0.423990448353074,3.86924705199294,-571.661252034732,-573.595875560729
100,0.215,0.825,2.0,0.720685164602751,2.08197171135885,-613.752846086118,-614.793831941797
100,0.215,0.825,0.25,3.95393486217978e-24,115.928525043118,-465.262565633824,-523.226828155383
100,0.215,0.825,0.5,0.133969850304593,7.03653917626957,-575.039748446635,-578.55801803477
100,0.215,0.825,0.75,0.593941714491768,2.78779286708482,-597.413663152802,-598.807559586344
100,0.215,0.825,1.0,0.38389124030897,4.1668854810157,-618.40403895417,-620.487481694678
100,0.215,0.825,1.1308,0.469225333979439,3.55726053162812,-625.479550347374,-627.258180613188
100,0.215,0.825,1.25,0.49509361119617,3.38811290797048,-634.539865335592,-636.233921789578
100,0.215,0.825,1.5,0.74010914813491,1.97634894858697,-637.106742383076,-638.094916857369
100,0.215,0.825,1.75,0.0089101693952846,13.5419102095991,-650.035001342625,-656.805956447425
100,0.215,0.825,2.0,0.449042222936432,3.6937045559755,-651.941096699112,-653.7879489771
100,0.215,0.825,0.25,7.89334057871127e-15,72.1719927968878,-416.841317231341,-452.927313629785
100,0.215,0.825,0.5,0.0285863258849441,10.8263648317277,-507.042097890674,-512.455280306538
100,0.215,0.825,0.75,0.272610704612123,5.14632236137777,-603.851105793097,-606.424266973786
100,0.215,0.825,1.0,0.91280131071025,0.980080059275679,-587.999581472222,-588.48962150186
100,0.215,0.825,1.1308,0.540496357398139,3.10447600844032,-635.610939358862,-637.163177363082
100,0.215,0.825,1.25,0.50645042395606,3.31568834487916,-626.619880837792,-628.277725010231
100,0.215,0.825,1.5,0.443218308754995,3.73387414283047,-640.103113063339,-641.970050134755
100,0.215,0.825,1.75,0.315285240391882,4.73769705524523,-563.631599387195,-566.000447914817
100,0.215,0.825,2.0,0.0243410292726024,11.206273397024,-635.204824678317,-640.807961376829
100,0.215,0.825,0.25,1.50433378102903e-10,51.8199974344592,-436.596710561358,-462.506709278588
100,0.215,0.825,0.5,0.04078101384379,9.97911185279577,-573.236508565465,-578.226064491863
100,0.215,0.825,0.75,0.64080028466731,2.52144281750202,-601.530876008106,-602.791597416857
100,0.215,0.825,1.0,0.0376295250299563,10.1718979237012,-626.86875365515,-631.954702617
100,0.215,0.825,1.1308,0.126185564555777,7.1899245286138,-637.714218889717,-641.309181154023
100,0.215,0.825,1.25,0.51521023669875,3.2605294727116,-620.391443545712,-622.021708282068
100,0.215,0.825,1.5,0.175121651817294,6.34050099808724,-591.03684098816,-594.207091487204
100,0.215,0.825,1.75,0.0206831178296273,11.5891194541925,-602.057729844271,-607.852289571368
100,0.215,0.825,2.0,0.0716932343730592,8.60755672176788,-628.836263003787,-633.140041364671
100,0.215,0.825,0.25,4.93841184225211e-16,77.8629655039716,-440.233735723406,-479.165218475391
100,0.215,0.825,0.5,0.0002225044859062,21.771835199082,-588.099069870628,-598.984987470169
100,0.215,0.825,0.75,0.280717023940195,5.0647600390871,-597.348319578506,-599.88069959805
100,0.215,0.825,1.0,0.833730382724487,1.45984178064305,-589.063349605294,-589.793270495616
100,0.215,0.825,1.1308,0.525678943603544,3.19537094224347,-645.871645197245,-647.469330668367
100,0.215,0.825,1.25,0.474269215590914,3.52379687056805,-635.379153249795,-637.141051685079
100,0.215,0.825,1.5,0.369326177109673,4.28087411385059,-587.394346846917,-589.534783903842
100,0.215,0.825,1.75,0.81163172868015,1.58418504222414,-638.30020751457,-639.092300035682
100,0.215,0.825,2.0,0.440386867159395,3.75353948442057,-619.126887168108,-621.003656910318
100,0.215,0.825,0.25,1.2038451242235001e-11,57.056526395755,-427.026468126526,-455.554731324404
100,0.215,0.825,0.5,0.533138048286957,3.14942586112124,-581.538465398151,-583.113178328712
100,0.215,0.825,0.75,0.0014087033749915,17.7056918605278,-615.139812958455,-623.992658888718
100,0.215,0.825,1.0,0.0057655979093644,14.5365439002503,-573.079209756311,-580.347481706437
100,0.215,0.825,1.1308,0.988721128172515,0.316546926760566,-609.151935363035,-609.310208826415
100,0.215,0.825,1.25,0.0840416094170607,8.2141377787168,-607.952815538974,-612.059884428333
100,0.215,0.825,1.5,0.85711878585109,1.32500630842287,-611.150718922893,-611.813222077105
100,0.215,0.825,1.75,0.183732352703384,6.2139154545755,-640.552589048084,-643.659546775371
100,0.215,0.825,2.0,0.258967396756859,5.2883723510497,-625.43096112308,-628.075147298604
100,0.215,0.825,0.25,1.07776239247804e-12,62.045150424664,-434.648328966596,-465.670904178928
100,0.215,0.825,0.5,0.0374628541164879,10.182520839162,-595.129800014875,-600.221060434456
100,0.215,0.825,0.75,0.275584531383608,5.11616540234127,-599.807919097735,-602.366001798906
100,0.215,0.825,1.0,0.853510560566621,1.34607848088467,-613.310746247259,-613.983785487701
100,0.215,0.825,1.1308,0.716062525768201,2.1071303763074,-646.561331822797,-647.614897010951
100,0.215,0.825,1.25,0.284628797521562,5.02611123517636,-622.886901792972,-625.399957410561
100,0.215,0.825,1.5,0.75279839778636,1.90732965084453,-594.82079511516,-595.774459940582
100,0.215,0.825,1.75,0.338601863888276,4.53343056904441,-619.783669796949,-622.050385081471
100,0.215,0.825,2.0,0.296481555318928,4.91166824735865,-647.72419641379,-650.18003053747
100,0.215,0.825,0.25,4.99962859732146e-10,49.3229565363118,-474.702949485372,-499.364427753528
100,0.215,0.825,0.5,0.0033746007109219,15.749361234966,-575.306041593342,-583.180722210825
100,0.215,0.825,0.75,0.435250989662206,3.78944248852804,-591.221444185304,-593.116165429568
100,0.215,0.825,1.0,0.326848329393725,4.63491561972637,-628.588019860311,-630.905477670174
100,0.215,0.825,1.1308,0.859405009765665,1.31159623293752,-602.130622829751,-602.78642094622
100,0.215,0.825,1.25,0.193679890386903,6.07413392162016,-631.742297518904,-634.779364479714
100,0.215,0.825,1.5,0.264494979761641,5.23006874316252,-632.958231844361,-635.573266215942
100,0.215,0.825,1.75,0.828673290678237,1.48851858903708,-653.350105219637,-654.094364514155
100,0.215,0.825,2.0,0.0126385120134676,12.7363538591021,-624.017606976824,-630.385783906375
100,0.215,0.825,0.25,2.47715088163905e-10,50.783590071974,-480.969316502433,-506.36111153842
100,0.215,0.825,0.5,0.0079157404574423,13.8131997540675,-578.940636661348,-585.847236538382
100,0.215,0.825,0.75,0.0467572216673827,9.64986855515508,-588.866215757121,-593.691150034699
100,0.215,0.825,1.0,0.491121613720671,3.41369712408891,-591.114240867433,-592.821089429478
100,0.215,0.825,1.1308,0.459600418564421,3.62180788230239,-635.144107169539,-636.95501111069
100,0.215,0.825,1.25,0.276788944546064,5.10403012346796,-589.61276471561,-592.164779777344
100,0.215,0.825,1.5,0.194277218243139,6.06594600264634,-616.021157611774,-619.054130613097
100,0.215,0.825,1.75,0.0246370103727081,11.1777808895145,-627.299596335758,-632.888486780516
100,0.215,0.825,0.25,4.31780401622984e-07,35.154576986825,-478.233295546928,-495.810584040341
100,0.215,0.825,0.5,0.000323301341954,20.9545931951695,-586.962538859438,-597.439835457022
100,0.215,0.825,0.75,0.906953723148704,1.01865819711929,-644.025445901177,-644.534774999737
100,0.215,0.825,1.0,0.131330560906793,7.08760367932018,-623.03306633409,-626.57686817375
100,0.215,0.825,1.1308,0.632563798803024,2.56765307642422,-636.208088123929,-637.491914662141
100,0.215,0.825,1.25,0.882595744745611,1.1725581375631,-656.567424192801,-657.153703261583
100,0.215,0.825,1.5,0.380487076404737,4.19322304777143,-671.95877030095,-674.055381824836
100,0.215,0.825,1.75,0.007469152426374,13.9460790861558,-652.569993734593,-659.543033277671
100,0.215,0.825,2.0,0.0068324609292509,14.1496421374791,-648.375369764862,-655.450190833601
100,0.215,0.825,0.25,3.77800185391161e-08,40.2855683136427,-431.702909979648,-451.84569413647
100,0.215,0.825,0.5,0.0001575579211976,22.5244844324297,-595.070038031097,-606.332280247311
100,0.215,0.825,0.75,0.132488975147153,7.06507572018563,-584.154929047637,-587.68746690773
100,0.215,0.825,1.0,0.0053955661822015,14.6873647857881,-601.700497243249,-609.044179636143
100,0.215,0.825,1.1308,0.0571094181654572,9.16481224504901,-601.37785970568,-605.960265828205
100,0.215,0.825,1.25,0.359838856351143,4.35702438443673,-640.197849886395,-642.376362078613
100,0.215,0.825,1.5,0.664126537584765,2.39170658952253,-617.332616160845,-618.528469455606
100,0.215,0.825,1.75,0.931113808190281,0.85365309081044,-573.703726488544,-574.130553033949
100,0.215,0.825,2.0,0.474924026200383,3.51947029234998,-644.636420746426,-646.396155892601
100,0.215,0.825,0.25,2.1831186696755397e-11,55.8238722201244,-459.296566941286,-487.208503051348
100,0.215,0.825,0.5,0.0003642545806274,20.6931466524466,-543.63258018722,-553.979153513443
100,0.215,0.825,0.75,0.0671516243366724,8.76857415632162,-592.281599091428,-596.665886169589
100,0.215,0.825,1.0,0.664733970676829,2.38834810425442,-611.504744311477,-612.698918363604
100,0.215,0.825,1.1308,0.881785340697144,1.17752252712489,-647.988153467703,-648.576914731265
100,0.215,0.825,1.25,0.244031153667933,5.45143864574493,-623.447851591235,-626.173570914107
100,0.215,0.825,1.5,0.934447556216051,0.829517807948378,-612.982488919234,-613.397247823208
100,0.215,0.825,1.75,0.792825451504746,1.68839026689852,-566.083238310761,-566.927433444211
100,0.215,0.825,2.0,0.562863225396742,2.96997081185191,-619.826093369539,-621.311078775465
100,0.215,0.825,0.25,9.19317707992482e-21,100.138006171252,-465.617125402736,-515.686128488362
100,0.215,0.825,0.5,3.24872983864402e-05,25.9433897010647,-590.40899063927,-603.380685489802
100,0.215,0.825,0.75,0.228037333318576,5.63592587840253,-618.637961674384,-621.455924613585
100,0.215,0.825,0.25,3.0575002499675704e-15,74.1207036610055,-497.592541905713,-534.652893736216
100,0.215,0.825,0.5,6.06184688132001e-05,24.5971344984587,-549.72753440795,-562.02610165718
100,0.215,0.825,0.75,0.126316131715309,7.18728069158828,-612.639924636972,-616.233564982766
100,0.215,0.825,1.0,0.0010223272391679,18.4178743474627,-605.017125698035,-614.226062871767
100,0.215,0.825,1.1308,0.241245388792464,5.48280143490479,-641.232459904084,-643.973860621537
100,0.215,0.825,1.25,0.953393477928349,0.683125444045118,-602.559684592038,-602.901247314061
100,0.215,0.825,1.5,0.0355792586345161,10.3058380881273,-601.884947352317,-607.037866396381
100,0.215,0.825,1.75,0.477618654089358,3.50170821560641,-618.701770330413,-620.452624438216
100,0.215,0.825,2.0,0.117194332985771,7.37835868688671,-646.865425373408,-650.554604716851
100,0.215,0.825,0.25,8.401981569318791e-15,72.0436323623467,-448.20518581724,-484.227001998413
100,0.215,0.825,0.5,0.0001519514460902,22.6033716689269,-571.776486995079,-583.078172829543
100,0.215,0.825,0.75,0.150393261189522,6.73809291563248,-630.231110569498,-633.600157027314
100,0.215,0.825,1.0,0.282144924302754,5.05059989700999,-623.771788867629,-626.297088816134
100,0.215,0.825,1.1308,0.0612059070947344,8.99574566540832,-623.549706291896,-628.0475791246
100,0.215,0.825,1.25,0.878450774074178,1.19786033382479,-613.098690296366,-613.697620463278
100,0.215,0.825,1.5,0.40254548561797,4.0256510704528,-656.572749459123,-658.585574994349
100,0.215,0.825,1.75,0.224562568004984,5.67749379051588,-653.965259239994,-656.804006135252
100,0.215,0.825,2.0,0.496557500751417,3.37871757103517,-631.88092807057,-633.570286856088
100,0.215,0.825,0.25,2.31569921601819e-21,102.949820865262,-431.141488583962,-482.616399016594
100,0.215,0.825,0.5,0.256769711896189,5.31184944281381,-560.4386379389,-563.094562660307
100,0.215,0.825,0.75,0.0814781402452255,8.29110689136019,-606.67394916806,-610.81950261374
100,0.215,0.825,1.0,0.867758340755554,1.26218266385126,-607.047991153932,-607.679082485858
100,0.215,0.825,1.1308,0.586144252317527,2.83303264403844,-581.094224608929,-582.510740930948
100,0.215,0.825,1.25,0.562625706996811,2.97138327178413,-607.596867112779,-609.082558748671
100,0.215,0.825,1.5,0.245610795467486,5.43379210823855,-616.047439018634,-618.764335072753
100,0.215,0.825,1.75,0.718210384758291,2.09543889358815,-618.647127165379,-619.694846612173
100,0.215,0.825,2.0,0.929015640606816,0.868643788928466,-637.44452961471,-637.878851509175
100,0.215,0.825,0.25,9.880588555219511e-23,109.377323246401,-442.432122180072,-497.120783803272
100,0.215,0.825,0.5,3.00772028977494e-06,31.0376580570012,-604.814928863391,-620.333757891892
100,0.215,0.825,0.75,0.0123634932546803,12.787250887036,-575.458169872756,-581.851795316274
100,0.215,0.825,1.0,0.458480771956112,3.62937707223614,-592.053770496673,-593.868459032791
100,0.215,0.825,1.1308,0.136793575890639,6.98292013043397,-627.834215716535,-631.325675781752
100,0.215,0.825,1.25,0.50001544781929,3.35659537299125,-625.091811124512,-626.770108811008
100,0.215,0.825,1.5,0.597044206511957,2.76987341267363,-638.189724239442,-639.574660945779
100,0.215,0.825,1.75,0.0196016888177494,11.7149590156507,-573.11571249103,-578.973191998855
100,0.215,0.825,2.0,0.397915105161905,4.06023648574842,-587.838199808644,-589.868318051518
100,0.215,0.825,0.25,6.90677848846327e-07,34.1608440579051,-454.230798166998,-471.311220195951
100,0.215,0.825,0.5,2.28139155932167e-06,31.6257392189323,-539.784900594418,-555.597770203884
100,0.215,0.825,0.75,0.589402413688887,2.81409331063901,-604.51526172209,-605.922308377409
100,0.215,0.825,1.0,0.798778414097725,1.65553269246516,-629.548510664297,-630.37627701053
100,0.215,0.825,1.1308,0.324340087987895,4.65695543353422,-612.159037853578,-614.487515570345
100,0.215,0.825,1.25,0.221827700959212,5.71060849360174,-647.82258368112,-650.677887927921
100,0.215,0.825,1.5,0.497461275002425,3.37292607368886,-614.882276515744,-616.568739552589
100,0.215,0.825,1.75,0.889820822917972,1.12789906482317,-618.520983378825,-619.084932911237
100,0.215,0.825,2.0,0.71342835692635,2.12147378113127,-618.526689821994,-619.587426712559
100,0.215,0.825,0.25,4.932624136183399e-13,63.6580976844267,-484.511630259881,-516.340679102094
100,0.215,0.825,0.5,0.186845596491528,6.16945555357688,-569.839094751095,-572.923822527884
100,0.215,0.825,0.75,0.562166417884245,2.97411546986314,-598.110109948166,-599.597167683097
100,0.215,0.825,1.0,0.232560442125492,5.58263827509018,-617.466688748372,-620.258007885917
100,0.215,0.825,1.1308,0.447047748843274,3.70741929651012,-646.611976344079,-648.465685992334
100,0.215,0.825,1.25,0.202421196184537,5.95649104214885,-606.544744980668,-609.522990501742
100,0.215,0.825,1.5,0.999162863864214,0.082973315854133,-578.154138129625,-578.195624787552
100,0.215,0.825,1.75,0.205125108346261,5.9210146655455,-602.273888726274,-605.234396059046
100,0.215,0.825,2.0,0.427029528083121,3.84755822298871,-604.382515658746,-606.30629477024
100,0.215,0.825,0.25,1.08703518674419e-08,42.8968965154052,-469.961502387949,-491.409950645652
100,0.215,0.825,0.5,0.0018933841028835,17.0462222268359,-537.092591718332,-545.61570283175
100,0.215,0.825,0.75,0.697675532116829,2.20739556713738,-623.55230620838,-624.656003991949
100,0.215,0.825,1.0,0.450549803695713,3.68336642674535,-627.606119713088,-629.447802926461
100,0.215,0.825,1.1308,0.489326816291871,3.42530219731793,-616.355532665255,-618.068183763914
100,0.215,0.825,1.25,0.823574165839828,1.51729138093947,-646.952239523567,-647.710885214037
100,0.215,0.825,1.5,0.244241350025715,5.44908480482059,-597.439096504215,-600.163638906625
100,0.215,0.825,1.75,0.0958949333947938,7.8846825923531,-640.492999615803,-644.43534091198
100,0.215,0.825,2.0,0.258012456876252,5.29855256342262,-637.971231731866,-640.620508013577
100,0.215,0.825,0.25,1.7938632280283598e-11,56.2306586337754,-464.855148990398,-492.970478307286
100,0.215,0.825,0.5,6.26377659546108e-05,24.5262603827002,-599.39309815301,-611.65622834436
100,0.215,0.825,0.75,0.134287831391163,7.03044950350636,-623.60147696773,-627.116701719483
100,0.215,0.825,1.0,0.306404518295159,4.81875873045874,-617.503811968239,-619.913191333468
100,0.215,0.825,1.1308,0.785384516601665,1.7293225097942,-633.24564753345,-634.110308788347
100,0.215,0.825,1.25,0.353454655884899,4.40916322790213,-621.450081341252,-623.654662955203
100,0.215,0.825,1.5,0.413078431410694,3.94807727410557,-637.435996958559,-639.410035595612
100,0.215,0.825,1.75,0.899784472028972,1.06500235235421,-608.612629015243,-609.14513019142
100,0.215,0.825,2.0,0.0614493314729411,8.98604126556347,-627.694848452192,-632.187869084974
100,0.215,0.825,0.25,6.49319121783756e-12,58.334032279408,-479.118924544264,-508.285940683968
100,0.215,0.825,0.5,1.21063309996921e-06,32.9715071606718,-561.60963854573,-578.095392126065
100,0.215,0.825,0.75,0.152399456926728,6.70370322315307,-586.698599320266,-590.050450931843
100,0.215,0.825,1.0,0.193418708992306,6.07772116236538,-645.183002545339,-648.221863126522
100,0.215,0.825,1.1308,0.792428438175755,1.69057791674777,-638.676187562639,-639.521476521013
100,0.215,0.825,1.25,0.387968725787294,4.13557400298805,-640.512653696825,-642.580440698319
100,0.215,0.825,1.5,0.101411201594858,7.74419189731611,-635.936697387874,-639.808793336532
100,0.215,0.825,1.75,0.927580569159747,0.878812981042984,-643.250489185421,-643.689895675943
100,0.215,0.825,2.0,0.135229532767158,7.01249234956322,-611.140659029326,-614.646905204108
100,0.215,0.825,0.25,1.16607727876705e-10,52.3489680252891,-472.230311530607,-498.404795543252
100,0.215,0.825,0.5,9.65947668912087e-06,28.5474074459601,-580.556398637298,-594.830102360278
100,0.215,0.825,0.75,0.254572843134267,5.33549081165847,-607.74665549744,-610.414400903269
100,0.215,0.825,1.0,0.292849214451909,4.94632637923428,-608.542489630215,-611.015652819832
100,0.215,0.825,1.1308,0.350358892796789,4.43471532601529,-624.966137235015,-627.183494898023
100,0.215,0.825,1.25,0.535010653935748,3.13795198137814,-639.856266105763,-641.425242096452
100,0.215,0.825,1.5,0.809886137464947,1.59391080260662,-619.411750749573,-620.208706150876
100,0.215,0.825,1.75,0.653173772193887,2.45242965679813,-644.946407556358,-646.172622384757
100,0.215,0.825,2.0,0.638812386355755,2.5325750103857,-558.516022974128,-559.782310479321
100,0.215,0.825,0.25,2.66165982020332e-10,50.6342414286235,-468.985125296129,-494.30224601044
100,0.215,0.825,0.5,0.0039895138222215,15.3715444276415,-560.36328311652,-568.049055330341
100,0.215,0.825,0.75,0.619297186036879,2.64259082371655,-643.971771433596,-645.293066845455
100,0.215,0.825,1.0,0.0300717209227443,10.7062307046563,-613.706079830263,-619.059195182591
100,0.215,0.825,1.1308,0.601748253377224,2.74278825171041,-616.533867236371,-617.905261362226
100,0.215,0.825,1.25,0.720426386055485,2.08337974782489,-605.735453117894,-606.777142991807
100,0.215,0.825,1.5,0.42206700991086,3.88303285147481,-619.065190529047,-621.006706954784
100,0.215,0.825,1.75,0.540853832435277,3.1023014962791,-617.121500023284,-618.672650771424
100,0.215,0.825,2.0,0.0152298173779436,12.3037492168571,-620.452007213066,-626.603881821494
100,0.215,0.825,0.25,7.20678009277726e-20,95.9356868468474,-510.897129198775,-558.864972622199
100,0.215,0.825,0.5,0.0016425718861587,17.3634659028605,-586.055955309837,-594.737688261267
100,0.215,0.825,0.75,0.102471021907229,7.71801986636319,-583.900716639805,-587.759726572987
100,0.215,0.825,1.0,0.0012406613194048,17.9882125303898,-610.726626608664,-619.720732873859
100,0.215,0.825,1.1308,0.999065117373503,0.0877533495258831,-634.384306179787,-634.42818285455
100,0.215,0.825,1.25,0.531543316577582,3.15921611493991,-610.603202399449,-612.182810456919
100,0.215,0.825,1.5,0.161227975065773,6.55710023104234,-611.34812561035,-614.626675725871
100,0.215,0.825,1.75,0.36018663371776,4.35420521242918,-660.512690209813,-662.689792816028
100,0.215,0.825,2.0,0.896839625753756,1.0837638332498,-609.132144648534,-609.674026565159
100,0.215,0.825,0.25,1.61223073525611e-12,61.213547609196,-409.874575224697,-440.481349029295
100,0.215,0.825,0.5,0.0135290667948187,12.5786517648214,-603.435760842848,-609.725086725258
100,0.215,0.825,0.75,0.112470870697379,7.4827834461471,-590.083078516886,-593.82447023996
100,0.215,0.825,1.0,0.0842744244317667,8.20725726085698,-632.570899828505,-636.674528458933
100,0.215,0.825,1.1308,0.314556293311563,4.74427938441295,-633.656044503815,-636.028184196021
100,0.215,0.825,1.25,0.59104675509368,2.80455465251816,-608.142534999764,-609.544812326023
100,0.215,0.825,1.5,0.100392528859754,7.76958951628649,-634.34965800581,-638.234452763953
100,0.215,0.825,1.75,0.0162923782599959,12.1467980002444,-630.469415322943,-636.542814323065
100,0.215,0.825,2.0,0.13919252517469,6.93815948951078,-638.116487636479,-641.585567381235
100,0.215,0.825,0.25,1.5665373904126901e-15,75.4939220450482,-464.298352753504,-502.045313776028
100,0.215,0.825,0.5,0.0117720406818392,12.900559095335,-559.411250906254,-565.861530453922
100,0.215,0.825,0.75,0.220020933918125,5.73268244443489,-608.704630492299,-611.570971714517
100,0.215,0.825,1.0,0.377349557660231,4.21765929857406,-630.015009622133,-632.12383927142
100,0.215,0.825,1.1308,0.571981890721297,2.91598637418883,-638.090374019063,-639.548367206158
100,0.215,0.825,1.25,0.62988554149662,2.58272952490256,-601.932821184982,-603.224185947433
100,0.215,0.825,1.5,0.0151458480055881,12.3166031761841,-607.474651403886,-613.632952991978
100,0.215,0.825,1.75,0.0408973497018966,9.97227235140099,-641.698101690227,-646.684237865928
100,0.215,0.825,2.0,0.775988448329387,1.7808258675268,-621.789639417151,-622.680052350914
100,0.215,0.825,0.25,2.9781786708585803e-19,93.0378661197052,-477.336862727015,-523.855795786868
100,0.215,0.825,0.5,0.0012970058533465,17.8894813982911,-543.918531649268,-552.863272348413
100,0.215,0.825,0.75,0.135117746033347,7.01461797229126,-604.812233206746,-608.319542192891
100,0.215,0.825,1.0,0.251525587374928,5.36857557941403,-599.375719353549,-602.060007143256
100,0.215,0.825,1.1308,0.288366467781932,4.98959803771163,-611.078987254158,-613.573786273013
100,0.215,0.825,1.25,0.471928712633205,3.53929466552177,-627.561263854782,-629.330911187543
100,0.215,0.825,1.5,0.278732444010982,5.08454196153707,-617.813931690237,-620.356202671006
100,0.215,0.825,1.75,0.518793780881491,3.2381338757657,-573.337954376724,-574.957021314607
100,0.215,0.825,2.0,0.253354410030752,5.34867853001197,-611.0760391557,-613.750378420706
100,0.215,0.825,0.25,8.99560002803344e-16,76.6325283927731,-433.352001758709,-471.668265955095
100,0.215,0.825,0.5,2.18128863874786e-08,41.4379001561019,-565.598524661086,-586.317474739137
100,0.215,0.825,0.75,0.633801012657497,2.56069705747063,-575.712722797717,-576.993071326452
100,0.215,0.825,1.0,0.330045717753342,4.60701895322541,-600.315987381393,-602.619496858006
100,0.215,0.825,1.1308,0.27986663593179,5.07322203761441,-560.770388939212,-563.306999958019
100,0.215,0.825,1.25,0.721184184104306,2.07925661270338,-631.80996073673,-632.849589043082
100,0.215,0.825,1.5,0.490594975106558,3.41709944800459,-614.112271630404,-615.820821354407
100,0.215,0.825,1.75,0.210177190023992,5.85582488272098,-618.480137590521,-621.408050031881
