scale.1,shape.3,shape.5,shape.lower.4,scale.lower.2,shape.lower.5,shape.upper.4,tau,scale.mle.3,scale.3,shape.1,scale.lower.4,shape.4,shape.2,q,scale.lower.5,scale.mle.2,scale.lower.3,scale.upper.1,shape.lower.3,shape.upper.1,B,n,shape.mle.1,p,shape.upper.3,scale.4,shape.lower.1,shape.mle.2,scale.lower.1,shape.mle.3,scale.5,shape.mle.4,scale.upper.2,scale.upper.3,scale.upper.4,scale.upper.5,scale.mle.4,scale.mle.1,shape.mle.5,shape.upper.5,scale.2,scale.mle.5,shape.lower.2,shape.upper.2
994.3661,1.1308,1.2034,1.66541198335907,445.616247004403,0.404073523148604,3.88752789996835,377.709824077126,407.611941420596,840.1141,1.2576,321.970530838919,1.1802,1.1635,0.825,589.495810953245,949.690897634115,302.129172776091,2147.34132473999,0.909887079116928,7.88282373694215,1000,50,2.70088463379881,0.215,2.64269697463574,940.1342,2.03042754440986,1.09149924179673,381.186600860319,1.80731241647112,923.1631,2.38620763366623,32290.2302808736,785.884925678614,707.698757576376,83060.4970920247,420.272902012987,566.359815107285,0.866192491982951,1.49337579718655,908.9458,1907.36329510562,0.377985530608233,2.16911010235734
994.3661,1.1308,1.2034,0.660955169996685,456.267705557781,0.527185589144558,2.57904632708362,377.709824077126,539.037679348894,840.1141,1.2576,521.420285218591,1.1802,1.1635,0.825,580.655749513047,845.789763556386,329.999897404726,15405815.0983273,0.675928391017308,2.89056861144492,1000,50,0.660141325857543,0.215,1.71754916653979,940.1342,0.277674710960573,1.21257875114959,436.178338527217,0.972240671989207,923.1631,1.23050133105444,29349.900302703,1651.24248437799,29397.6487544229,23155.9122426177,1009.84111760218,7487.44477560733,1.00033817681761,4.43833936316025,908.9458,1631.73432343618,0.632570894503993,5.05593631869148
994.3661,1.1308,1.2034,0.6952038894219,310.816525872184,0.610277722093532,1.14541029973311,377.709824077126,693.840277794012,840.1141,1.2576,425.60729192025,1.1802,1.1635,0.825,420.286576476858,457.954363536359,367.950764113991,30213.9710835989,0.565920667050766,1.34414194583905,1000,50,0.742983756395584,0.215,1.85131880643006,940.1342,0.378131231754831,1.60076865653773,612.165348266756,1.26307544691939,923.1631,0.889682206757762,1355.80097592132,3886.43977988854,5700.35971218271,4579.2640897325,1191.58508560755,1896.36706651057,1.37810687847133,5.63931874787071,908.9458,959.794181124539,0.949723035254177,2.80220285787307
994.3661,1.1308,1.2034,0.704890781528744,395.97015639061,0.510733878281893,12.3130966845403,377.709824077126,526.434502330998,840.1141,1.2576,453.857284475035,1.1802,1.1635,0.825,458.036572591285,840.721580377651,360.807558717741,4858.41090230151,0.795216579862117,2.52245095073823,1000,50,1.3134708989185,0.215,24.9524275682597,940.1342,0.827644831969953,1.31798194487422,438.882485030827,1.49666243094418,923.1631,1.10456171048749,8697.37815260078,3975.44502932538,20048.6887022806,35431.2044123176,1471.84755344121,773.84774879635,1.10754330288258,4.17220151030113,908.9458,1110.39637371467,0.620706133454188,9.22967371136813
994.3661,1.1308,1.2034,0.967936941821447,451.627056757141,0.583548914358106,7.99841824939514,377.709824077126,596.039675290163,840.1141,1.2576,382.718082369136,1.1802,1.1635,0.825,501.12063990228,915.312106138362,354.331323083054,35991.3438668006,0.529400292997169,3.62780762225804,1000,50,0.723463267533553,0.215,2.03826715912787,940.1342,0.392654622364416,0.97186052722018,554.833027516317,0.985054434570473,923.1631,3.32610460020167,5568.41104332656,3977.2471144853,2695.55151376673,10271.569081508,702.269510942337,5651.19086652039,0.873017167180634,2.9257399761802,908.9458,1257.98565628627,0.685386102868674,2.73758624329817
994.3661,1.1308,1.2034,0.588454290917001,410.184447546544,0.604701460333061,3.20336037192454,377.709824077126,861.289051550388,840.1141,1.2576,371.816325271826,1.1802,1.1635,0.825,632.473299143263,827.170811458206,410.691398366791,2751.2714571154,0.441364073691732,2.29732607498727,1000,50,1.45081576213705,0.215,1.44490783721869,940.1342,0.705531650527558,1.17060492077982,355.566817920488,0.826459350371952,923.1631,1.42077837308108,4487.72410117993,14439.0624278161,7764.37262503631,11985.544485193,633.642489579615,642.08398103468,0.813786705233288,4.14490960494348,908.9458,2708.14924646828,0.853995222225209,1.71844772654601
994.3661,1.1308,1.2034,0.436697845837674,433.742030271402,0.537898266467048,1.81495950304204,377.709824077126,1026.52775617222,840.1141,1.2576,724.922619938361,1.1802,1.1635,0.825,431.278397353255,744.415804125777,486.723453776234,4128.24012972197,0.502868084219921,2.42269633030065,1000,50,1.22632568609669,0.215,3.82773162487419,940.1342,0.747304260696636,1.40887737781428,451.207641987332,1.09338309693953,923.1631,0.786797714579473,2150.93877607379,16391.9963422532,122460.314770529,9362.74257842042,2450.80631929732,840.478065590009,1.30428262652518,5.08356542952343,908.9458,2511.29231517109,0.882018825092183,2.09117926487637
994.3661,1.1308,1.2034,0.402695202882171,389.351163990473,0.766723052425186,7.90824889042351,377.709824077126,949.176952716906,840.1141,1.2576,452.9773359467,1.1802,1.1635,0.825,435.899963224895,576.720211951898,446.305398107609,3095.92416737011,0.648433125255983,7.61852093956752,1000,50,2.26694106850215,0.215,1.95523326593035,940.1342,1.22833484623573,2.14327166795557,422.218261725732,0.915895230093377,923.1631,0.793619599410651,2417.28947617414,4918.80433167142,93081.4899177435,8306.54822537285,3123.68074982535,616.048185955084,1.53097941468137,7.40565460821218,908.9458,1032.87906626259,1.48298520976496,8.03553796634527
994.3661,1.1308,1.2034,0.794688330852783,314.975442906343,0.725002230021723,4.00768121104753,377.709824077126,471.313359348705,840.1141,1.2576,419.767751048422,1.1802,1.1635,0.825,341.608034473505,563.218792357787,373.951933442151,5098.12946802424,0.82164622738341,2.47322421055391,1000,50,1.41406146513209,0.215,16.5886298345164,940.1342,0.51145695866071,0.818795930666678,330.753836242404,5.52005678577732,923.1631,1.26093950153023,1915.50545503605,1958.84047647997,4580.32370028388,2488.96525227936,1046.37921288406,516.526124402359,1.25813672804261,2.68785317914055,908.9458,614.22314230609,0.562869174652565,1.49057559919792
994.3661,1.1308,1.2034,0.907625791932765,425.96357355656,0.741012497533022,35.4103379771868,377.709824077126,730.820907567267,840.1141,1.2576,385.644114657652,1.1802,1.1635,0.825,378.992672489674,923.063619579665,395.531111273605,11380.9312784061,0.632218387774047,2.09551320330879,1000,50,1.12557728151679,0.215,3.31805189616734,940.1342,0.516860134896936,0.99829450360075,407.552179154455,1.20640351827453,923.1631,1.5729873215953,9474.79949106891,4145.18337727358,6211.13738119158,3930.67326069148,821.31554632298,822.14407946027,1.85372380138661,16.5671937738019,908.9458,535.698359868633,0.548239979756943,2.7043483730647
