50,0.215,0.825,2.25,0.367686318766855,4.29392588199767,-311.060113905625,-313.207076846624
50,0.215,0.825,2.5,0.119080807469086,7.33774008740363,-347.968753079241,-351.637623122943
50,0.215,0.825,2.75,0.253112090313645,5.35130777928828,-294.261760604708,-296.937414494352
50,0.215,0.825,3,0.225753589411524,5.66318283491705,-326.46666806657,-329.298259484029
100,0.215,0.825,2.25,0.222218215295452,5.70585817930532,-598.269129716726,-601.122058806379
100,0.215,0.825,2.5,0.00231466417771362,16.596649870022,-597.084235782209,-605.38256071722
100,0.215,0.825,2.75,0.314871923734136,4.74142773132462,-597.382378687343,-599.753092553005
100,0.215,0.825,3,0.000108119631900889,23.343277104892,-610.388233927903,-622.059872480349
200,0.215,0.825,2.25,0.0121295624679248,12.831420808604,-1276.27081743855,-1282.68652784285
200,0.215,0.825,2.5,0.977053823219679,0.462430264805334,-1211.46549431389,-1211.69670944629
200,0.215,0.825,2.75,0.207169646730766,5.89446358672558,-1252.51602460106,-1255.46325639443
200,0.215,0.825,3,0.00611683667234744,14.4019232350297,-1243.54140393391,-1250.74236555143
300,0.215,0.825,2.25,0.00440447284202303,15.1477035606204,-1876.74108994104,-1884.31494172135
300,0.215,0.825,2.5,0.726752560925251,2.04896827277025,-1911.36581775308,-1912.39030188946
300,0.215,0.825,2.75,0.0208160585265407,11.5740927997663,-1897.24586697254,-1903.03291337242
300,0.215,0.825,3,0.00333657135164748,15.7749038533871,-1928.22725063284,-1936.11470255953
400,0.215,0.825,2.25,0.0129343251737624,12.6828004524314,-2526.17936351836,-2532.52076374457
400,0.215,0.825,2.5,0.167974603132158,6.44989976224224,-2501.3329696982,-2504.55791957932
400,0.215,0.825,2.75,0.0158099286729757,12.2167867863473,-2510.97817488721,-2517.08656828038
400,0.215,0.825,3,0.00711945389200837,14.0556794461072,-2496.04273377985,-2503.0705735029
500,0.215,0.825,2.25,0.00646297238106509,14.2764797412519,-3107.39277915406,-3114.53101902468
500,0.215,0.825,2.5,0.00224604955139288,16.6640710428146,-3175.17179632321,-3183.50383184462
500,0.215,0.825,2.75,0.00145431172473468,17.6347529098384,-3103.18854234057,-3112.00591879549
500,0.215,0.825,3,0.00755676840311915,13.9194067495364,-3057.45562692624,-3064.41533030101
50,0.215,0.825,2.25,0.0102138356476932,13.2280016110556,-316.010662165655,-322.624662971183
50,0.215,0.825,2.5,0.0067592475527469,14.1742317304891,-296.191245683341,-303.278361548585
50,0.215,0.825,2.75,0.46556485830045,3.58170021974729,-313.967829604593,-315.758679714467
50,0.215,0.825,3,0.00386449295699214,15.4434880267271,-296.605538407802,-304.327282421166
100,0.215,0.825,2.25,0.195590129363163,6.04802772840662,-644.138114896063,-647.162128760267
100,0.215,0.825,2.5,0.0167692333997012,12.0795747711918,-603.273619670728,-609.313407056324
100,0.215,0.825,2.75,0.342675233459816,4.4989227454239,-625.713575277092,-627.963036649804
100,0.215,0.825,3,0.814369796821231,1.5689043893824,-597.692727694604,-598.477179889296
200,0.215,0.825,2.25,0.0149716698435202,12.3434889331484,-1254.49515526378,-1260.66689973036
200,0.215,0.825,2.5,0.441982672084987,3.74244499498491,-1228.42994443469,-1230.30116693218
200,0.215,0.825,2.75,0.00147667887804083,17.6007619477609,-1247.10669326743,-1255.90707424131
200,0.215,0.825,3,0.00013267514384468,22.8985376768205,-1273.0804088838,-1284.52967772221
300,0.215,0.825,2.25,0.0420513508011277,9.9054208351854,-1876.55023787235,-1881.50294828995
300,0.215,0.825,2.5,0.00268309657255896,16.2652766836195,-1862.83165846605,-1870.96429680786
300,0.215,0.825,2.75,0.0049309667866718,14.8918030033992,-1915.43883182945,-1922.88473333115
300,0.215,0.825,3,0.00864152024230455,13.6121592542827,-1893.84892891717,-1900.65500854431
400,0.215,0.825,2.25,0.0304969215026329,10.6728957480027,-2518.00758363035,-2523.34403150436
400,0.215,0.825,2.5,0.000120586008928864,23.1062324655068,-2516.544519856,-2528.09763608875
400,0.215,0.825,2.75,0.0605359051697595,9.02264678024585,-2590.43537700527,-2594.94670039539
