50,0.894716474815456,1.0971982824891,-307.9860217968,-308.534620938045
75,0.684028143836338,2.28210967896791,-446.679023536963,-447.820078376447
100,0.18540716860321,6.18991447005214,-627.048880342487,-630.143837577513
125,0.590499971978367,2.80772503252228,-742.788192462252,-744.192054978513
150,0.786969912058423,1.72061309330684,-941.343599996817,-942.20390654347
175,0.409332772445074,3.97549225899957,-1125.93131801714,-1127.91906414664
200,0.18625616914133,6.17782193327639,-1197.01078748379,-1200.09969845043
225,0.207614675421376,5.88871504282315,-1365.8274888701,-1368.77184639151
250,0.935331166991484,0.823052080742855,-1568.09182903392,-1568.50335507429
275,0.198348050777055,6.01073445589464,-1670.57944910491,-1673.58481633286
300,0.207325086724479,5.89245448995325,-1843.3461804203,-1846.29240766527
325,0.83976527244543,1.42541891924611,-2047.69049606097,-2048.40320552059
350,0.0017512317570609,17.220535972484,-2193.33349459812,-2201.94376258436
375,0.600462297401144,2.75018261253899,-2283.0709123551,-2284.44600366137
400,0.0514490811256885,9.41850083154986,-2465.82819165075,-2470.53744206653
425,0.977938574528459,0.452707543474389,-2648.84960591159,-2649.07595968333
450,0.460262773019972,3.61733617551363,-2816.92629270585,-2818.7349607936
475,0.416453665191767,3.92353134674067,-2963.97240616957,-2965.93417184294
500,0.334826948493961,4.56570977828051,-3148.89998689406,-3151.1828417832
50,0.110445996373252,7.52880052933347,-298.609550484123,-302.373950748789
75,0.125498814580351,7.20387212916648,-452.595088307074,-456.197024371657
100,0.289438152905684,4.97920211774135,-654.903591884505,-657.393192943376
125,0.918169972942447,0.943967379203968,-750.195587069484,-750.667570759086
150,0.0961664392547251,7.87759306146745,-934.354893234663,-938.293689765396
175,0.172726210283795,6.37671155810312,-1079.33972675314,-1082.52808253219
200,0.167633556222367,6.45522449639748,-1251.86161795684,-1255.08923020504
225,0.653600462726638,2.45005791540234,-1401.54119368752,-1402.76622264523
250,0.0508454560106646,9.44710912023174,-1617.27936914939,-1622.00292370951
275,0.0881715591622523,8.09466054134646,-1740.57624248235,-1744.62357275302
300,0.351415603523597,4.42597322875417,-1858.23410646855,-1860.44709308293
325,0.0577406561420026,9.13802253850326,-2015.33048754996,-2019.89949881921
350,0.247472720517643,5.41311766077797,-2108.61861993125,-2111.32517876164
375,0.295677188374302,4.91931245502565,-2284.9878096148,-2287.44746584231
400,0.957258558238718,0.650767812578124,-2412.24355448288,-2412.56893838917
425,0.122256451498327,7.27069002277767,-2569.33128852814,-2572.96663353953
450,0.925984156874683,0.890048546234539,-2763.86809841057,-2764.31312268369
475,0.740876447226977,1.97217712905331,-2949.39240382449,-2950.37849238901
500,0.47055621067349,3.54840711252564,-3097.12576949742,-3098.89997305368
50,0.407693323216696,3.98755053717025,-278.673884108744,-280.667659377329
75,0.397308456598016,4.06479020159668,-478.543081744448,-480.575476845246
100,0.618226065474407,2.64867022218482,-648.464570024703,-649.788905135795
125,0.546111003690916,3.07041832975165,-774.449412083423,-775.984621248299
150,0.365220819721945,4.31363506630123,-913.443669718629,-915.60048725178
175,0.688220934125411,2.25912283936896,-1057.159711634,-1058.28927305369
200,0.0757505761488911,8.47167139341354,-1195.36022686279,-1199.5960625595
225,0.651574288659696,2.46132495781922,-1392.02744430234,-1393.25810678125
250,0.509812214902933,3.29444919215985,-1511.44872823777,-1513.09595283385
275,0.00003628874356908,25.7049324885138,-1744.32236045666,-1757.17482670092
300,0.293318816155717,4.94182550420419,-1838.45594975232,-1840.92686250442
325,0.77392758437564,1.79209891999199,-1970.64065473302,-1971.53670419301
350,0.553866746464941,3.02370227438223,-2113.7578769095,-2115.26972804669
375,0.522181002359018,3.21705301917609,-2368.88801378678,-2370.49654029637
400,0.28576268118879,5.01499197554585,-2448.81959578972,-2451.32709177749
425,0.410630257282984,3.96597470459437,-2661.60868904502,-2663.59167639731
450,0.297113221555671,4.90567739937705,-2678.15914319267,-2680.61198189236
475,0.00463490688543934,15.03219469546,-2899.00645600442,-2906.52255335215
500,0.953620756138436,0.681251101682392,-3071.97920652694,-3072.31983207778
50,0.268668134392751,5.18673679372591,-319.225254305364,-321.818622702227
75,0.0996317014021983,7.7887159773918,-481.399861623581,-485.294219612277
100,0.223955771713486,5.68481045141903,-632.911381635661,-635.75378686137
125,0.0829867610203195,8.24553875264201,-782.127500226804,-786.250269603125
150,0.234091152721472,5.56480931658007,-929.650751541511,-932.433156199801
