n,p,q,prob3,prob1,mttf3,mttf1,mttf,tau,scale.3,shape.mle.1,shape.mle.2,shape.mle.3,shape.mle.4,shape.mle.5,scale.mle.1,scale.mle.2,scale.mle.3,scale.mle.4,scale.mle.5,shape.lower.1,shape.lower.2,shape.lower.3,shape.lower.4,shape.lower.5,shape.upper.1,shape.upper.2,shape.upper.3,shape.upper.4,shape.upper.5,scale.lower.1,scale.lower.2,scale.lower.3,scale.lower.4,scale.lower.5,scale.upper.1,scale.upper.2,scale.upper.3,scale.upper.4,scale.upper.5,shape.1,scale.1,shape.2,scale.2,shape.3,shape.4,scale.4,shape.5,scale.5
100,0.215,0.825,0.162265605156944,0.185073900675987,1195.61717826151,924.869251041088,240.198467236649,406.701271141681,1250,0.802748710778271,0.972973053950833,1.16043236453637,1.04304131178484,1.08573691103816,1702.04409030157,1356.39649805713,1623.73593949898,1380.1059382906,969.602991641332,0.406237095160979,0.708483198885563,0.697959355436559,0.713304302454767,0.870258758608739,1.46116034163068,1.42315785366691,2.4142169458332,1.52988255077603,1.44134497314921,710.118667739428,734.85268786895,704.711981158288,727.303555035725,551.314054776538,44972.2807571793,5774.54382022493,11569.9852430275,5769.78624938679,2295.84347277176,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.1359512118419,0.191167880250941,1434.74061391381,924.869251041088,246.512720866686,417.258528720743,1500,0.810559729465031,1.15034278540785,1.28163004756856,0.918306745364048,1.54669373585906,2560.46974347398,1037.50369274734,1608.05378455893,1052.23377202902,787.376616381266,0.547965486703935,0.776491641142447,0.716329881915217,0.65636732442824,1.00219518636793,5.63882945053037,2.50831835119555,5.83463516185195,2.94249950325363,5.03511603362688,547.625038296026,572.075696887507,507.331560649652,552.57399909381,526.869718167662,29958.1387629663,4061.06549076441,11441.221022024,3299.80862048193,1759.9211588842,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.1359512118419,0.191167880250941,1434.74061391381,924.869251041088,246.512720866686,417.258528720743,1500,0.946171610658813,1.35309282350335,1.89974821219327,0.814291042825961,1.22758263134174,1342.2203643657,788.680030800107,702.728808442058,1831.67473268107,877.294386216128,0.530949171213044,1.08521336822468,0.968549389844044,0.574758657903148,0.885505909461113,1.41400581921662,1.72140698906981,3.59077432924313,1.16336063427242,2.23093989915599,694.966859144401,505.981966941704,493.492820914769,824.737469650758,516.709953021204,12651.341924134,1491.09541532245,1841.25354634668,8297.60077453834,2233.77528581146,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.116617315361724,0.195650660072703,1673.86404956611,924.869251041088,251.132776990115,424.977968864722,1750,1.24305142068631,1.29467744826045,1.13954517191264,1.2959125048191,0.803228890074375,923.309034684988,646.869249442717,1110.53233223451,857.175001670277,1053.95091184502,0.919567876898087,0.807999333542641,0.610026494542331,0.71061751670457,0.417676394449975,1.67070141814681,2.00021441795849,1.86330374932971,1.91118164478968,1.12997185639073,531.416216340913,438.146233901988,596.046176143158,519.558308402106,544.632806508463,2571.582213959,1548.81003793787,5758.61565044925,4158.49370212304,6117.76373856453,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.116617315361724,0.195650660072703,1673.86404956611,924.869251041088,251.132776990115,424.977968864722,1750,0.907413390945653,1.76692727087272,1.1362766966024,1.197714075337,1.25180464841435,1407.0720912915,888.516469837892,1525.18908307342,620.792531963571,777.116955381316,0.639787516961311,0.944843959930477,0.744648347478581,0.807034439075692,0.85312995411851,1.43148305436346,14.2666850030118,2.56731853757246,1.83146311554761,1.96136438089053,682.648119375894,452.711663442999,663.177231084961,436.814905081936,492.453479202323,5220.98072821442,5361.44202817428,11950.9564080131,1280.45371372468,2226.15141339284,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.553075327915399,0.0957972524877735,239.123435652302,924.869251041088,141.877032223114,241.321481188715,250,3.0766506069208,1.93255868868223,1.35916078652057,1.3779236555928,1.58316429911088,563.763479805983,563.203801508057,278.03874403885,512.374061462089,802.803491120141,1.02924958281626,1.12883336114514,1.0122323988719,0.872745455736378,0.810105397189128,7.91615805492707,7.49599026542833,1.68505959967605,2.55086857400871,4.21424242100559,299.004974328747,307.628388366172,225.957308288617,324.722800696546,367.070698948389,1420.27492673089,2341.92910160061,408.302429797538,1666.00912268209,8960.58984716308,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.553075327915399,0.0957972524877735,239.123435652302,924.869251041088,141.877032223114,241.321481188715,250,3.69075922679242,1.43432273375075,1.03661374031478,1.89882706109345,0.827044394683814,449.470923863825,536.096298288863,237.26844412149,574.93323446222,1811.95172938315,1.32684770732615,0.861899610743803,0.856048392198387,1.24529965076618,0.643659832320639,15.6845964322791,6.60283442289793,1.26627621858375,11.7852923350062,1.22874576348507,261.158172015943,286.985543211411,176.387864918225,272.042493988702,630.872267790774,1360.75506159471,2166.36817108978,353.444875959514,2023.85702927206,10331.4976286374,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.356446462328954,0.140393708864946,478.246871304603,924.869251041088,192.551785564447,326.781948325596,500,1.6663710782295,1.0266480053111,0.981499168004709,0.808392583460308,1.91715238906696,593.417666650217,1547.39550476937,505.86665388798,1320.03017269857,746.431802153158,1.06263973485486,0.587483044885528,0.718908200355809,0.510959618540573,0.674987674398528,3.45533471349921,3.6131464292424,1.3826802693112,2.05962260758826,6.75429993912153,403.217549468676,543.400500952071,340.29090612552,493.236334780182,421.251939017428,1256.32593442183,33357.8263836443,1010.92368310965,8988.44172135359,3728.76324338165,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.356446462328954,0.140393708864946,478.246871304603,924.869251041088,192.551785564447,326.781948325596,500,0.612057002890052,1.35367449877651,1.11409872977942,1.27950113860525,1.54747593416778,39321.4742889209,1036.7982626733,406.064407811912,682.71574071285,567.173731818242,0.228393006607285,0.922482060236185,0.767924266561461,0.716813544806462,1.09699839339143,2.20147856499451,4.82173672882165,1.41126291817677,2.05773046774033,2.33182150897536,1592.68239391935,541.119131519642,293.675689381705,405.231500458848,383.976600430541,3893017.07815865,5979.60877902053,686.421907867045,2845.08265941619,1339.35736313838,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.257851105105913,0.163013034765382,717.370306956905,924.869251041088,216.991020822759,367.829941016634,750,1.47601661565142,1.15183500915431,1.00289344430745,1.1582351527975,1.32276890339218,703.912058672848,717.847809994953,928.313967423532,809.852181986131,854.462725876556,0.735032668913138,0.777407139247238,0.706754390432917,0.89501519228494,0.693106981867072,4.71400310489254,1.88973729587453,1.48697475459926,1.72459598297698,3.08653998498532,412.174195641545,419.561206872558,510.084395101138,495.099698312461,469.457678355635,3289.51855542945,1745.78864936715,3446.47751929237,2108.46130077018,4834.72163219975,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.257851105105913,0.163013034765382,717.370306956905,924.869251041088,216.991020822759,367.829941016634,750,1.56924889023233,0.95336220807316,1.44815557353576,1.07717035690624,1.41392101670837,663.370083621488,956.866472237577,916.021477155695,837.184546040505,1032.83789857144,1.08506882622907,0.730038695902071,0.871554677489983,0.710114108302958,0.782291080615218,2.54371458211196,1.42792099517784,2.56289048328396,1.53013994815546,6.64812573450216,466.667615572771,522.045276376231,555.980603469854,479.026391345307,447.612875244626,1581.40943555307,2450.57684451778,3171.91789979105,2296.75216888966,6202.90466166811,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.199949825732212,0.176362016848044,956.493742609207,924.869251041088,231.101477737775,391.477054325248,1000,1.44424175074253,1.18146890155286,1.88911915941609,1.5195234889322,1.00469169179145,691.541288525255,760.436028420094,788.409396329474,886.945163057655,1059.84369309324,0.890996954838928,0.794491630491533,0.941004728297981,1.15274879221524,0.701336595567708,2.29853055606866,1.77231744702781,5.76566510988771,3.04356927931419,1.64295664717947,467.388949581285,487.4087647608,469.052014465553,525.940215368897,577.725926612196,1416.54090624137,1896.67923860728,3061.34076076036,2206.79134190811,3371.15354425884,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.199949825732212,0.176362016848044,956.493742609207,924.869251041088,231.101477737775,391.477054325248,1000,0.850933997314107,1.04493768291852,1.0425138398956,1.28793852140023,1.72277674891517,2410.26595456408,1009.21278787217,1636.03592164497,859.372383535629,565.235079531858,0.414882881609413,0.684772095474318,0.581069261532242,0.935359537774188,1.12942035722588,1.90801045163229,1.53352889258826,2.17170797442273,2.17214259848628,2.76220038014155,767.457607098169,565.707105534006,669.720052576861,510.358131418892,424.874072663829,66943.1042321906,3836.44363873741,26106.7481586544,2161.52169035651,1037.64855378603,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.162265605156944,0.185073900675987,1195.61717826151,924.869251041088,240.198467236649,406.701271141681,1250,1.69416115903577,1.48702826347336,1.10914666573525,0.740639967071947,0.934946371385733,771.963174284737,943.172558000972,868.286750281521,2166.39512554536,1934.01331170562,0.777977074764926,1.05007295309088,0.713731181910432,0.381234770075786,0.519135681221787,2.98059535759799,2.3209601980563,1.53565578069204,2.00711618365082,1.64685482666412,512.351091581592,597.980779068793,554.735788489596,659.698427623805,838.703128623263,2545.56906030853,2282.7077708805,2425.71619086126,86069.5159171168,22389.7525255105,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.162265605156944,0.185073900675987,1195.61717826151,924.869251041088,240.198467236649,406.701271141681,1250,1.24477721669311,1.12158425864688,1.53824671971367,1.01841064250351,1.53839400765343,800.964421822446,1074.90523722793,702.582661297981,733.352479274618,1011.7089133088,0.809810560383514,0.788573614582589,1.08749098639054,0.777367152856957,0.953374987233215,3.16229727168951,1.97771050381456,2.70496143523812,1.3660428027728,2.31287424608838,460.659164865404,593.97987234535,470.232743687956,473.909270441607,598.26092403681,2725.78333187003,2806.8765694649,1564.76095039307,1424.33881069978,3655.34798342863,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
100,0.215,0.825,0.1359512118419,0.191167880250941,1434.74061391381,924.869251041088,246.512720866686,417.258528720743,1500,1.0099684793452,2.20652205973341,1.67856206800379,1.19055709132458,1.23102023431371,950.006911576402,719.052451708758,829.294270617438,823.525389159066,1217.86597872748,0.79774473906357,1.25095021178526,1.09472885735346,0.83021236847975,0.816501494090811,1.33296997205826,3.7775756476225,2.61426625169001,1.69967855507277,3.08200612510344,577.835071554857,503.097640948393,550.026901694154,527.853831581262,555.872975620834,2219.47809287761,1852.05605343144,2248.79957988013,1892.4508792309,4479.94267782772,1.2576,994.3661,1.1635,908.9458,1.1308,1.1802,940.1342,1.2034,923.1631
