"n","p","q","tau","B","shapes.1","shapes.2","shapes.3","shapes.4","shapes.5","scales.1","scales.2","scales.3","scales.4","scales.5","shapes.lower.1","shapes.lower.2","shapes.lower.3","shapes.lower.4","shapes.lower.5","shapes.upper.1","shapes.upper.2","shapes.upper.3","shapes.upper.4","shapes.upper.5","scales.lower.1","scales.lower.2","scales.lower.3","scales.lower.4","scales.lower.5","scales.upper.1","scales.upper.2","scales.upper.3","scales.upper.4","scales.upper.5","logliks"
100,0.215,0.825,377.709824077126,500,1.23520514754154,1.69479840624929,0.991656240437452,1.12908964206246,0.766614650591803,789.344187317141,872.939524376438,1406.87559682084,996.21304931883,1049.48901296028,0.834477817300941,0.969416326862924,0.638487235495624,0.559580244606952,0.612323157726813,2.08730705187816,10.9117991393698,2.32424723166987,3.00731524157,1.13111049504935,468.592599207389,444.548382814534,628.265048044867,519.237775839383,584.768357456666,2027.12879046993,5121.21685322888,11150.9045220565,13372.8173411206,3196.88047677641,-615.945909778091
100,0.215,0.825,377.709824077126,500,0.865635736136692,0.982226773389718,1.14469297637797,2.55854633535277,1.24419224734812,2847.90138844914,1244.12169338445,781.079959394027,490.378825289285,921.409111948982,0.606877103821905,0.664542651572682,0.826908922914058,1.03065947629363,0.836275283429964,1.79751418032743,2.64480184669645,1.7996575451298,4.12872503824112,1.98091631219259,904.557329177636,623.839383908472,504.207592108229,406.651347397936,552.693679429921,27736.6712225404,7267.47939491895,1891.77218574397,1029.53591282147,2869.64014856648,-630.669630054233
100,0.215,0.825,377.709824077126,500,1.14134324543841,1.30826265664334,0.752035362470216,1.12221046871019,1.6605095009532,1240.44373379249,1041.7398761477,1137.64360925629,1250.49347535226,598.368614700819,0.668429731106858,0.718038909436819,0.509760165814975,0.519637252375515,1.18217606338166,2.33892425251701,2.17487524655726,1.05781023022572,2.51518619034336,2.49366691464338,620.068075140163,591.680763570712,580.99882800711,536.014475934102,426.681847663919,9698.48482898647,11242.4085532891,4036.22213051737,34875.5141053003,1115.13930193542,-596.956600177657
100,0.215,0.825,377.709824077126,500,1.00271804639888,1.13794168654846,1.22821352850607,1.36084304936771,1.83907978768201,2144.55027489359,612.395492662132,877.077688985734,809.984496210165,668.666792260083,0.546179570018262,0.799567921237199,0.973346263452069,0.89978346465781,1.34313393983277,1.81584981017087,1.52014826591669,1.64756844206,2.40892422513461,3.17970367248851,761.796368053346,418.548878610201,552.020421266278,485.325376501259,467.51887601573,50661.7270769104,1342.73544990033,2279.38447772597,2579.26102179689,1316.4802571327,-601.057327673144
100,0.215,0.825,377.709824077126,500,1.27309368106742,1.09683940312486,1.33660907219603,0.951496854216821,1.37704700896289,1057.04930666548,1333.88622426926,621.49904098939,1689.44218712967,972.132265707859,0.870146197316142,0.712522244987379,0.723922755063027,0.445455243989911,0.700340978555585,2.38560767177083,1.68263070351376,2.24458572508589,2.14995124176714,2.62933818514564,577.230065216915,696.46808200361,435.887428315186,613.526387702019,542.5939525776,5217.59490734461,7124.70167422284,1851.48886824535,32870.052442168,4035.46429422013,-605.747593823026
100,0.215,0.825,377.709824077126,500,0.942239683977918,1.36970522822416,1.91675589342868,1.12226847219901,1.13776295832076,1316.67695745587,572.783083765047,622.485512966355,1003.99768413594,963.067339887777,0.493454611566716,1.02460252886816,0.549334058918944,0.672569552348528,0.60667463381094,1.42497376965025,2.08329636420401,4.13366973843276,1.67958115294125,1.95594488969396,610.654428192462,398.327078822397,426.652393668356,524.07673676657,516.07560513793,20610.4631662173,1071.907890567,5294.35973760304,4398.92182192324,6841.08346078033,-642.28872578003
100,0.215,0.825,377.709824077126,500,1.50723655786268,1.20572068440172,1.25869007340452,1.5097896656406,1.63867023246924,1003.88498404771,1287.1985062174,674.579650513413,741.392171641814,570.12680252662,0.822478557388035,0.581355066396618,0.988540679756851,1.05423675358671,1.09175943486358,3.52789087518965,1.88397636026605,1.68649263470056,3.74734385052403,2.38265029937456,567.867346301142,667.488824910809,448.136313944369,474.627820131287,428.324402370114,4626.20956012201,9529.38750204546,1362.27366992514,2337.33600739953,1259.9945592063,-600.648564150059
100,0.215,0.825,377.709824077126,500,1.29130136461936,0.791573537035515,0.650010230648639,1.27241862451689,1.8351953487759,930.028027004019,1368.88492761658,5146.2195756916,753.353814059741,649.195140750414,0.698931845043073,0.482947309295906,0.353503957117186,0.91150855624211,1.07853110736531,2.55933776429651,1.24690873633396,1.14554500579897,1.61357178784976,3.59994365467321,508.556605063686,589.357600367405,1060.50501710858,477.844692851781,440.949116468564,9124.25874063183,8133.76528903267,184167.744765076,1507.9462071132,1599.54552437963,-592.893165052059
100,0.215,0.825,377.709824077126,500,1.32750446790741,1.26229007412344,0.699438502601513,0.918163907450464,1.14763075081529,847.69594636845,734.893960184274,3818.64526876088,1321.70483965389,1660.80728929827,1.00587957224054,0.934761415801781,0.463367753294378,0.481602655697196,0.605118726590301,3.03575049119428,1.78035584029218,1.24534370107089,2.43850277393482,2.91274438953089,529.718295036308,494.739721367057,1177.7624520101,544.900052151449,681.973857857599,2402.05724432795,1596.60911710674,92686.3529862858,24074.6088182712,20169.548632207,-590.129016314511
100,0.215,0.825,377.709824077126,500,0.92900058646844,0.929257788050606,1.28981057695812,1.1148634929643,0.890597951037845,1935.89871054418,1050.29923787165,763.352812372872,663.55922448064,4448.018106291,0.558124154521325,0.579514799502406,1.00397263703503,0.78786735652032,0.446301354038618,9.47332970557448,1.5947374155135,2.04240548242657,2.31191231983842,4.32178453683631,442.930584452164,578.593681821885,471.081516856018,422.381600556092,531.610658624406,24772.221972761,4344.60520090574,1745.83685328286,1474.08202450852,296344.472285975,-598.826502649984
100,0.333,0.825,377.709824077126,500,1.71481401303574,1.11479036076731,1.53910686123737,1.3443146407978,1.08912375403685,783.418459628217,737.276197789955,733.610653040575,658.725821287285,1568.12247531673,0.702509409776553,0.689056221762044,1.07621954174765,0.957224713564669,0.782838940372494,6.65691026008482,2.34408994569172,14.670974266195,2.72146338296673,5.04949276530474,441.427787498555,434.399098864706,416.590152217853,439.916021409478,688.409850216979,4397.10642883379,3333.69453214926,2271.64885025863,1755.19374121767,8854.64154877256,-610.892679919312
100,0.333,0.825,377.709824077126,500,1.06189310789046,0.665316591599261,2.4568961527617,1.60381937603796,0.897657386905147,1387.30956558353,1408.97897997969,587.644975111874,638.831692142246,2198.44145686365,0.419161200092338,0.414549631902555,1.35125141785748,1.02943708335914,0.604662249209325,4.46642383735612,0.994940323648503,11.9795715355475,3.86720075102728,3.61190338038369,533.681054390743,620.580615601434,422.901220589537,438.168044643597,804.864812342812,31016.6236290965,10202.8402973072,1810.41946867768,1672.14659102645,35633.7430440816,-578.572545680302
100,0.333,0.825,377.709824077126,500,1.60823174075164,1.27939728875633,0.82067691097834,3.13203131765788,1.24526014769761,775.500304985088,1074.22173095577,1758.1079216324,499.349733600178,769.904563047511,0.899690527087351,0.579742585355237,0.39715017454598,1.92007397974263,0.978573286275217,3.047027026624,1.97433374336719,2.26554107016982,5.3191644573372,1.56654810837543,489.418125609518,630.246138130991,533.115637773279,400.086770128462,497.361101368015,4116.70133707786,8088.99048268504,175510.932885413,814.276682030197,1758.62014773006,-585.774679270051
100,0.333,0.825,377.709824077126,500,2.95229134726098,0.87880979963464,1.30556405517493,1.5791144852395,1.38667034359729,640.789090674213,4022.31753738322,678.124936521005,686.34409150413,597.141053028256,1.19637911734407,0.393663001449954,0.908349760867693,0.756580682207667,0.970476968419393,11.9178710001874,1.54740828240961,2.25575517312464,3.03343790674178,1.88262309340637,431.552099738924,1026.75135177414,459.466343581782,444.337326561749,419.809825456534,2608.66997579348,1847985.79270399,1376.10675638024,3224.12581944876,1215.19918857053,-601.214108889998
100,0.333,0.825,377.709824077126,500,1.32257022078403,1.4672243524391,0.877613687214926,1.42691351082946,1.57962400247146,994.218967477942,1075.08117291405,1218.69058592055,1134.28553223006,521.483991070814,0.896686816264219,0.957786594581745,0.611468471222823,0.704862633475308,1.18313023235944,4.50245487072233,5.51269788308642,1.29692901177472,21.7703222020774,3.70057249697908,518.640694144571,528.863457288615,581.314677427538,409.64935976161,395.875211088682,3971.83921146765,3753.58256727161,4866.44582489213,21113.8639990911,950.378445498913,-593.956918818823
100,0.333,0.825,377.709824077126,500,1.24296551874092,1.99673668837205,1.36357294240536,1.20069370658977,1.71783837660062,1130.52471498265,476.012941068278,822.188889144531,774.39191280615,668.002770761079,0.511615461952903,1.22983278654332,0.714344275837436,0.667842574736465,1.10953283159231,2.65821716817883,3.22502953073598,2.29421710324074,2.08243294820379,2.93771502171778,499.099542496112,363.334146301364,461.851729910865,432.85921147023,437.779402002404,131159.482861282,998.41675077984,5400.25380431778,3271.87317977958,1625.87913124821,-618.902540943369
100,0.333,0.825,377.709824077126,500,1.94108357231413,1.39608009798505,0.981233436948315,2.09829804163337,1.03459041128045,627.153498407977,632.321181852302,777.790394038671,454.945318955031,907.479557513551,0.696972856921972,0.889490855914408,0.637381847466403,1.1022923677988,0.710655625208758,3.74643821935624,2.46106742248575,1.53434966798831,8.14014022471437,1.36525933862815,414.295653720336,397.511795004258,450.875547236259,357.763560521222,493.836520712384,5944.07079630726,3529.35630584899,4015.90638404239,1325.15985783123,3901.29667996551,-640.922514109518
100,0.333,0.825,377.709824077126,500,1.74544027825399,1.10682493974549,1.17921338606553,1.00206537882192,3.10001175167593,986.981437532145,935.162392932041,731.845287942937,824.136549800562,524.75643996673,0.699974576920474,0.732774944031833,0.755791367935746,0.768879871469007,1.42495899279314,5.87454656757563,1.67911507662065,1.97683619346529,1.30961862768984,7.98283570409378,479.884650178666,510.338580078227,460.359574872103,470.088342610313,409.218667798542,4668.49046334646,3023.12933675515,2112.70979198264,1967.17692539844,1693.39048089558,-593.655755979024
100,0.333,0.825,377.709824077126,500,1.32982850894853,1.07904292932957,1.14494214129705,0.79132639305836,1.77974236375365,1360.89220643836,755.784537277432,1493.73750511017,2601.75489993028,546.837847320359,0.699729396050828,0.731729787760867,0.79084911299503,0.508943230292369,1.39052597131391,12.5615860534398,1.63328484425633,5.25533385733751,2.79309069229559,2.92861193699052,437.714971948825,446.057456575131,672.000155516317,792.103524655885,415.996790264929,8827.19649909664,1921.7329872762,6917.89032320415,31370.4748189947,920.665976984633,-583.267071765929
200,0.215,0.825,377.709824077126,500,1.37550266632408,1.03269581260554,1.09141854448414,1.62755794704178,1.02661831533431,897.811622811888,788.437705298904,766.688797299512,983.926905183037,1203.53699330978,0.963038830697675,0.83533841628535,0.590736684810961,1.07235358129081,0.815126890843211,2.10565584093926,1.2566692089769,1.40901194348909,3.4014602600725,1.34923666029014,582.518512199257,536.21918466768,527.918205962356,566.897134667022,720.896501406047,1958.02017419471,1299.07295409284,2573.63109866062,2892.22097557658,2558.02929908897,-1213.54044749937
200,0.215,0.825,377.709824077126,500,1.44818551238527,0.918675273902297,1.22365682934759,1.09601627134213,0.916142733107853,1251.33749339922,1652.28390326119,721.353410570385,902.606155188774,1218.57503882485,0.885375832872214,0.701364779706139,0.884245604308147,0.823621718328767,0.678188010845392,3.91391616968441,1.18458782951755,1.81841915541245,1.62541459041291,1.32264685124846,591.403866973442,889.874809344315,512.688382640649,568.717414170522,680.620355013132,7837.94486816887,5007.67522760602,1294.59037018114,1783.58775604163,2988.77695496385,-1191.1604405305
200,0.215,0.825,377.709824077126,500,1.06336198592444,1.55300175273535,1.07631359001052,1.02869850419733,1.17493144272797,1365.66021095338,892.227455826929,656.070938333577,1042.20300115888,711.079265465807,0.660350303044388,1.0856325585201,0.822933809807089,0.659119770077433,0.755594534571096,1.41416877468544,3.0941087006719,1.39014355075997,1.41127260430152,1.6674245736918,769.165082357778,570.649928227458,470.617219764859,625.586424065095,497.096243461391,4273.9776270366,2684.51411683971,1089.56335176957,2770.74169592281,1716.53084313346,-1255.20683700041
