"n","p","q","tau","B","mle.1","mle.2","mle.3","mle.4","mle.5","mle.6","mle.7","mle.8","mle.9","mle.10","coverages.1","coverages.2","coverages.3","coverages.4","coverages.5","coverages.6","coverages.7","coverages.8","coverages.9","coverages.10","lowers.1","lowers.2","lowers.3","lowers.4","lowers.5","lowers.6","lowers.7","lowers.8","lowers.9","lowers.10","uppers.1","uppers.2","uppers.3","uppers.4","uppers.5","uppers.6","uppers.7","uppers.8","uppers.9","uppers.10","convergence","bias.1","bias.2","bias.3","bias.4","bias.5","bias.6","bias.7","bias.8","bias.9","bias.10","var.1","var.2","var.3","var.4","var.5","var.6","var.7","var.8","var.9","var.10","mse.1","mse.2","mse.3","mse.4","mse.5","mse.6","mse.7","mse.8","mse.9","mse.10","loglik"
25,0,0.5,175.362296728008,500,1.38856613379775,587.076936893348,1.2805218137908,526.565210108082,0.655406249640948,1860.40072333728,0.922875910303582,1845.86828243619,4.47119858081604,3074.55405745056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.320013609571091,77.5690707726808,0.689314462062548,153.779188337998,0.054826917361649,368.428527508849,0.0226143108311063,611.252178780094,2.46770724338746,1246.28005711283,1.81025830023459,1308.66336866476,1.45781912858254,1047.10348324495,1.44288666591481,1509.49254355035,1.79630104177453,1513.72952549522,3.32916913733327,1571.34572092811,0,0.140811173612526,50.6634685288356,0.0474670914873511,38.2206978092903,0.103600355293529,-48.0016500774724,0.210852498013734,3.34917542195152,-0.106670633502529,-39.1159135951135,0.144241268944162,98436.6912781632,0.0383590096321516,51831.3664452708,0.125138426283775,84565.7271872404,0.204328149593337,52898.9420784966,0.048199941487167,6863.04053631837,0.164069055558299,101003.478321536,0.0406121344064202,53292.1881862999,0.135871459900721,86869.8855974005,0.248786925511969,52910.1590545036,0.0595785655389978,8393.09523269875,-100.629821890364
25,0,0.5,175.362296728008,500,2.22687835011231,313.41837529105,0.933154329295448,1155.8260054553,0.96465178729602,800.117001837708,0.572972432298951,9257.32022921325,13.6901288812579,209.667648491749,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.842592903469046,-21.8389427954901,0.307309483864076,477.60685214362,0.570436085975609,379.555597702912,-0.157262291365565,722.656198784549,0.584388605703558,18.6177487582806,1.80755858899514,940.831642071997,1.632406523617,1402.60825334183,1.39362409302642,1249.80142056445,1.84229828658282,1599.43106157325,2.3353180343849,1435.77031016127,0,0.0385437299830097,56.5352114838012,0.094340890857831,-23.9403825542174,0.0282037866139982,-33.1744604744123,0.158467488751143,-6.59210464098154,0.355384142314083,96.6247671228492,0.0604780956968866,60190.7523176347,0.114043289426424,55572.3995031601,0.044012135072177,49187.8978730648,0.259682988034381,49928.7332956161,0.199118518465668,130439.035863745,0.0619637148178897,63386.9824551528,0.122943493114273,56145.5414200024,0.044807588651545,50288.4427008332,0.284794933025475,49972.1891392138,0.325416407073984,139775.38148529,-106.616998076148
25,0,0.5,175.362296728008,500,1.27913571768597,899.139144995241,0.306521524590208,365673.139373358,1.04859083696945,690.013754670351,1.28949525690425,1520.30877706733,1.86717644306747,287.736696749132,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.246439111665703,450.57451654209,-0.545244721856331,827.815015654335,0.513789125362121,359.075126154274,0.139973777069834,467.284353905994,0.922926645687385,-84.6445510149306,1.95619188512209,1468.1112861048,1.63892241570797,1693.82450150739,1.60031861726736,1194.72678506264,2.17417792565838,1457.74412704967,2.01333466174542,518.862722581287,0,0.160976122901052,18.5451230713895,0.201211096343837,-29.9451476710611,0.0284832049096934,-19.8458900995282,0.285859213653364,100.283418741598,-0.0766209558770396,93.8162143564865,0.189863289795852,67247.2596667446,0.309846150569039,48710.1723371495,0.0766756393273927,45354.9745146237,0.268759261641153,63715.9336328953,0.0772240259226722,23655.895077335,0.215776601940107,67591.1812564776,0.350332055860928,49606.8842061912,0.0774869322893203,45748.8338684663,0.350474751671673,73772.6977073981,0.0830947968021835,32457.3771535172,-112.184439813831
25,0,0.5,175.362296728008,500,0.891698811425668,1251.24936340616,0.60771036362351,6967.33884133079,1.53103732730343,362.535963651857,1.55117000782056,413.840705723844,1.31079353361034,848.87865076767,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,-0.16015279543743,275.171428745531,-0.279290333084902,876.960768090511,0.613949767168764,-76.4720993455963,0.752443811809706,33.9164389442844,0.0843490385954795,340.733179142888,1.45193491033903,1373.49980426015,1.84651179849223,1845.20636810969,1.71744320731479,771.993473658727,1.59044383039482,924.858160684872,2.13762483987915,1326.71407450354,0,0.26048068590346,35.3074945078426,0.218617751620552,-135.993862454015,0.0447460665367956,86.0052783650198,0.0258171699792917,83.9788037162208,0.218134402700585,6.61691509954366,0.168791938078405,78349.9593653147,0.293508068400803,60889.9240200314,0.079088598474214,46756.5887369442,0.0456102470310823,51555.257664578,0.273822382947252,63140.9872297458,0.236642125807142,79596.578533736,0.341301789724428,79384.2546451931,0.0810908089447294,54153.4966435887,0.046276773296822,58607.6971381856,0.321405000588793,63184.7707951804,-122.899389200884
25,0,0.5,175.362296728008,500,0.709555802059127,12842.637388562,0.654623782571348,6468.60613812049,1.82635136279907,360.400242793675,2.26471717301487,631.337926271608,8.22110901791409,5929.09556432892,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,-0.560257815626858,754.647443445994,-0.211655176950618,800.489539373364,0.8942293418262,-150.086112873691,0.648902629751908,382.210617457743,2.36448785205532,1221.64897275423,2.17091189854492,1545.01147634597,1.81974788457009,1641.81532593807,2.03974075642908,693.487392553456,2.37198485173867,1692.93270336459,3.16209767407628,1538.79082931371,0,0.475183800544298,119.880888500598,0.208824563885698,14.9979023173765,0.0032011807561185,112.903621265422,0.188946440968465,39.4053757939314,-0.0216036229686088,-8.52246708744221,0.484475415400183,40572.213772961,0.268019611415151,45972.9918992593,0.0852262167388586,46218.9665235173,0.192835225974384,111582.375455559,0.0413195282679883,6532.53125654329,0.710275059699906,54943.6412006538,0.311627309897203,46197.9289731808,0.085236464297092,58966.1942183632,0.228535983529034,113135.15909702,0.0417862447933581,6605.16370179982,-71.6216683864039
25,0,0.5,175.362296728008,500,2.53646132096407,526.780259315716,0.975805024261054,3637.89896103664,1.07233165965516,512.229414416452,1.0381162966595,1535.78114601071,5.52748758196719,232.820421279199,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.431097562664427,318.265688992392,0.017648524603274,580.52816406531,0.223291548298843,126.302641840574,0.079822525384099,542.146684437096,1.39669279612343,-137.4421891575,2.22048361435121,1565.51240358472,2.21521294799626,1427.13985804225,1.64909088138423,1080.42852886301,1.86132461181974,1426.9518642618,2.36621538182315,785.719339832197,0,0.281749382569966,99.4605785459879,0.306041039515199,104.742792685497,0.0813751390916122,-13.4808922898481,0.212238586561086,40.353137208693,-0.0243589845451392,113.004019023844,0.207961271110922,101036.68884616,0.313658888532727,46552.4876776175,0.132035642281314,59126.9839322138,0.206132769635826,50847.5088697524,0.0610506411678777,55351.5470221608,0.28734398568948,110929.095530863,0.407320006400271,57523.5402971744,0.138657555543494,59308.7183891443,0.251177987261273,52475.884552336,0.061644001295948,68121.4553377022,-99.5189884056269
25,0,0.5,175.362296728008,500,0.426771273899281,106168.510513803,0.658989416670031,2891.17886279773,0.837472230201039,2458.14810026287,1.93999190654716,417.590290593674,1.04417843969315,1409.2451874754,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,-1.37552972572332,2180.60478266218,-0.026585906865584,816.226122776213,-0.32598656685613,884.916627480502,1.12944920370827,-447.274842460352,-0.0842933242713264,685.269086184123,1.83655456901846,3209.40273886436,1.40005427397044,1790.97296014252,1.68123569342786,1827.74302133568,2.49080549473993,755.93902285335,1.99319449757675,1589.69163394175,0,0.54383665697265,-596.87798062953,0.149936930829504,-124.078439450206,0.315596174635402,-158.380631694219,-0.162981295425253,283.976025821316,0.249399079918943,-100.089839273078,0.670113297194813,68743.9611825344,0.132191421018387,61710.3539580805,0.261676846444021,57734.8220520402,0.120369920358472,94028.6116493305,0.280318229328884,53127.2247541044,0.965871606662001,425007.28494292,0.154672504244959,77105.813094479,0.36127779188852,82819.2465479,0.146932823016966,174670.994890599,0.3425181303933,63145.200679815,-87.3079234473236
25,0,0.5,175.362296728008,500,4.47943000454459,321.04313996991,2.00593541557179,415.975570852001,1.37871730585362,525.504710483484,0.964337990295279,1213.7755820242,6.10267825860645,271.711769871836,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.567111420982393,213.32472722657,0.69508339932117,130.062280558337,0.582902205599462,183.554038488703,0.198177625451962,459.462022911553,0.584534182042831,63.421396399867,2.22681097390543,1649.45919668696,1.85994545356387,1244.36394913038,1.64883117661887,1149.49635566151,1.67606479233116,1463.26627703653,2.3482728995372,1428.60910145512,0,0.285822110711681,76.3272678052451,0.11367317219844,17.1865541908558,0.0762010037808846,4.60609568807761,0.119249121963961,-3.12338938326744,0.37138611781981,113.564624383029,0.178909467020152,133956.743129399,0.0881299176571031,80645.4611389902,0.0737956734045555,60600.5761384614,0.141859009741792,65444.3911529751,0.202042561170846,121048.414281704,0.260603745991833,139782.594940012,0.101051507734759,80940.8387839454,0.0796022663817699,60621.7922559491,0.156079362830968,65454.1467142146,0.339970209680116,133945.338192963,-94.3976266459789
25,0,0.5,175.362296728008,500,3.57709861540477,288.511149722321,1.07084304757146,452.310337625253,1.35166525566644,1331.82971559941,1.76535304458733,287.378541965826,1.50729169429459,1059.07147154012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,0.670553004312293,151.206294030424,0.570385387183359,212.747224170099,0.255378801072484,433.067317511414,0.735250308950258,60.7748577595241,0.282307698912049,425.549183047919,1.81024830713129,1279.59793577414,1.32386293140038,1034.23833180114,2.15235913130171,1353.66447094226,1.51366684860191,749.731176655844,2.21564382865896,1231.86721725672,0,0.192488967211391,78.8531479438572,0.00181819495915532,-11.1177781328255,0.263299210106329,85.9392523667159,0.00727924283424395,27.0800772236845,0.285536953285561,79.4043529847136,0.0843629746541778,82697.8252973407,0.0368735537244189,43830.8710358211,0.233722231069049,55044.4609812539,0.0393548696479046,30828.8797198975,0.242766692780112,42226.69726735,0.121414977152286,88915.6442379965,0.0368768595573284,43954.4760264318,0.303048705111666,62430.016078604,0.0394078570241445,31562.2103023382,0.324298044471713,48531.748540271,-118.332264020781
25,0,0.5,175.362296728008,500,0.361822041511714,770895.469325295,1.74450668971265,581.596299680411,1.00272627272699,772.131225958029,0.699125813881226,2421.81620040179,1.61243173239483,502.592328196025,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-1.15857059228817,1637.28427024925,0.409003460396003,43.4414896104348,0.362699715516592,218.699260646607,-0.282348500328289,813.370058041187,0.55505002510329,-105.95644310717,1.91648134702918,2438.63722971957,2.04234835510765,1240.07069286704,1.48025210789175,1212.30113375385,1.37703124697146,1832.95495099103,2.42685277137874,972.261755111571,0,0.57439937355237,-308.441517258765,0.168206144075959,140.779320158162,0.0909479401454952,27.6106763805168,0.259778114783685,-151.078959737571,0.00407781833105426,124.032908253942,0.614156820437763,41708.258661272,0.173272709552912,93002.2729573432,0.0811166773602692,64120.8352651107,0.178840525938563,67518.2460394184,0.227559268049799,75507.0813042378,0.944091460775118,136844.428230161,0.201566016457815,112821.089941537,0.0893882051769778,64883.1847153004,0.246325194859129,90343.098114805,0.22757589665214,90891.2436341685,-102.246330753188
