n,p,q,tau,B,mle.shape.1,mle.scale.1,mle.shape.2,mle.scale.2,mle.shape.3,mle.scale.3,mle.shape.4,mle.scale.4,mle.shape.5,mle.scale.5,coverages.shape.1,coverages.scale.1,coverages.shape.2,coverages.scale.2,coverages.shape.3,coverages.scale.3,coverages.shape.4,coverages.scale.4,coverages.shape.5,coverages.scale.5,lowers.shape.1,lowers.scale.1,lowers.shape.2,lowers.scale.2,lowers.shape.3,lowers.scale.3,lowers.shape.4,lowers.scale.4,lowers.shape.5,lowers.scale.5,uppers.shape.1,uppers.scale.1,uppers.shape.2,uppers.scale.2,uppers.shape.3,uppers.scale.3,uppers.shape.4,uppers.scale.4,uppers.shape.5,uppers.scale.5,convergence,bias.shape.1,bias.scale.1,bias.shape.2,bias.scale.2,bias.shape.3,bias.scale.3,bias.shape.4,bias.scale.4,bias.shape.5,bias.scale.5,var.shape.1,var.scale.1,var.shape.2,var.scale.2,var.shape.3,var.scale.3,var.shape.4,var.scale.4,var.shape.5,var.scale.5,mse.shape.1,mse.scale.1,mse.shape.2,mse.scale.2,mse.shape.3,mse.scale.3,mse.shape.4,mse.scale.4,mse.shape.5,mse.scale.5,loglik
35,0.0,1.0,inf,1000,2.12049413182627,1335.81202443845,0.705715232585173,3129.68217513111,0.921950570247376,1235.97352595925,1.37941481958357,982.882485719906,1.00031855757605,1137.47222020082,True,True,True,True,True,True,True,True,False,True,-555.383944920437,-1800.61564143882,-0.0040350797566368,-5041641.86572312,0.306866070539489,-43782.123752432,-0.306486794645157,-505.693738039151,0.627588238637176,-9686.62171901767,518.548582367645,3824.07433271139,1.24672616481457,4697429.88340983,1.40425226598591,43553.2370870731,2.63387544146317,2181.41665300815,1.30477565522361,11241.4430180429,0,20.5379368997096,324.131627890851,0.0844406755003607,175235.712669574,0.066448489995591,1350.33439143181,0.215808095041192,145.022754245669,0.0341249970489974,360.123998346891,74983.0855850493,2056868.34372272,0.101708710165738,6166581072389.54,0.0782939673213159,495894798.264214,0.562096637800987,469440.258773703,0.0298144686543225,28475244.0523298,75404.8924371458,2161929.65592189,0.108838937844695,6197288627384.35,0.08270936914401,497718201.232897,0.608669771686296,490471.858022703,0.0309789840779166,28604933.3465152,-285.252967890765
35,0.0,1.0,inf,1000,1.70807822586056,1059.44688068019,1.28691994190007,709.81977870764,1.13670442836684,713.269598386144,1.51146070366639,588.14896984629,0.979464344378862,1246.68958951628,True,True,True,True,True,True,True,True,True,True,-94.9835089677881,-2298.11400722604,-231.537276394161,-1839.22241869152,0.37933059784102,-2449.80736462621,0.649905515294103,126.764535299046,0.374696291634494,-6080.132523889,94.1126761299533,3592.4741324184,226.440123258412,2948.57835838899,1.72598639565025,3539.61780833251,2.20998758589197,987.253142925577,1.46098649150214,7344.08916196995,0,2.14352520982402,412.29326314791,3.83546655060123,155.140531500635,0.0840756504089148,168.376546157971,0.0815036033380258,31.1373765066243,0.0616210695176368,614.703524453452,2324.74246885498,2255935.25925296,13636.3270488006,1490326.61246866,0.117902367336068,2332274.16727154,0.158235602958681,48139.2771429951,0.0767186651578596,11716220.7475313,2329.33716918013,2425920.99409011,13651.0378524614,1514395.19698296,0.12497108232775,2360624.82856762,0.164878440315763,49108.8133587104,0.080515821366357,12094081.1705068,-273.579514977473
35,0.0,1.0,inf,1000,0.941912424947631,1212.59061091265,1.50634945625695,563.832757420177,1.49598709218071,523.563748903726,1.97087636706319,807.791324929078,1.78831522177667,479.166883499226,True,True,True,True,True,True,True,True,True,False,0.19108790734619,-88464.4527007998,0.627845021688196,6.82388647144637,0.339070127374972,54.7225215376112,-92.5810508550071,-634.153627162177,0.910470133894152,198.525635705748,1.52583198442456,85803.5545371403,2.19531282383427,1023.64180140893,2.37375565528598,913.892667777177,92.6746948519497,1874.38843637822,2.45211741986859,727.853739912497,0,0.083458565065701,2543.01707189619,0.0947598193470504,48.6242557231639,0.139646558295202,39.2621684083025,1.92410490400899,187.723429118577,0.107121714134679,15.9725786600427,0.115825802944759,1974443201.42771,0.159737385588476,67219.5643424235,0.269155901790046,47991.8698383885,2231.27288527904,409121.299661039,0.154518100337789,18216.2601973845,0.122791135027585,1980910137.25567,0.168716808951162,69583.8825870551,0.288657063033742,49533.3877065104,2234.97506496067,444361.385501077,0.165993161976941,18471.3834664358,-267.371055192594
35,0.0,1.0,inf,1000,1.31998168366743,1593.55974619292,1.18295978752289,749.871326266521,0.969952590542939,732.149100864944,1.59567939455675,625.685377513636,0.915953225276052,3185.78421591786,True,True,True,True,True,True,True,False,True,True,-1.22305163907014,-3515.29868800922,0.257873072151634,-1392.47263143098,0.318134204976388,-644.50093310809,-0.3317433581847,302.036896920864,-1.16822436538361,-15458.276327963,3.20489761409448,5297.17383058481,1.86178628653748,2654.07300535051,1.4664867694175,1844.45760510943,3.15675410725099,909.461271698875,2.56005287191272,16496.6157585639,0,0.329041613372523,702.658971709296,0.123160450341322,119.047590058547,0.0777388813283823,132.212897043492,0.183150030765035,19.8662915144766,0.220044046783553,2666.58620746917,1.27471936888245,5048994.13480277,0.167251894504097,1064579.74837857,0.0857353260920918,402758.429754733,0.791199744631656,23987.9837262436,0.903702978161477,66387150.087229,1.38298775221324,5542723.76532634,0.182420391032374,1078752.07707732,0.0917786597622802,420238.679899365,0.824743678400889,24382.6532647818,0.95212236068636,73497832.0890938,-274.523635187299
35,0.0,1.0,inf,1000,1.24279740044354,855.990415595408,0.676371308851867,1560.8535494667,0.986968127227121,1498.52269137009,0.447717155829967,11726.1587527926,1.5797006324332,587.59543643648,True,True,True,True,True,True,False,True,True,True,0.580099463379776,-1277.33282534398,-0.413263369208218,-5009.19563744478,-0.0701210905068878,-34843.2750816226,-0.291651750333114,-55638910.645773,0.472478494190843,293.315238142064,1.76404955480541,2693.41055854125,1.68343718580498,6710.13339331818,1.7812015950535,33870.908929636,1.05495009742176,51482003.7012346,2.39560339509884,847.309635159021,0,0.0707720804494893,147.922309285731,0.0412988948017896,710.415136334518,0.130370912347779,1988.35595699019,0.0661124732888188,2090166.43708082,0.145626832264535,17.1428466172557,0.091133092044622,1025068.66224858,0.285813103118317,8929246.45705041,0.222829948868603,306974359.573928,0.117892920658274,746032688056841.0,0.240449731961483,19953.5447629017,0.096141779415771,1046949.671833,0.287518701830166,9433936.1229836,0.239826523654996,310927918.985627,0.122263779782639,750401483791540.0,0.261656906236886,20247.4219530444,-271.399227663834
35,0.0,1.0,inf,1000,2.34976815961219,559.054463365376,1.9046560632524,444.527054264169,1.97271757370909,462.701830119689,1.34759522733834,699.678009071476,1.06932137665328,1538.31051103535,True,False,True,False,True,False,True,True,True,True,0.373617783579846,49.2460287597273,1.02011196180416,233.688958137091,0.363028971948126,91.372829736058,-186.85207069033,-26451.044409382,-0.117893803524975,-2665.48601634895,3.72395462224711,987.324862012511,2.57349594359418,630.213422904922,3.14392248468406,785.343633558486,183.07603828986,26171.1229021137,2.06926727912932,4635.93562082933,0,0.300650834798017,40.7735120052898,0.107951255898238,12.5824530657991,0.219356882087486,24.3623282677896,3.23551098948185,839.678487148297,0.0936727925546829,552.974536951604,0.729770427004877,57212.1130626006,0.156879775731355,10222.3157164986,0.502780045358631,31310.6233554819,8897.00797203541,180030785.776238,0.311007494218857,3465964.99219455,0.820161351469621,58874.5923438461,0.168533249381362,10380.6338416517,0.550897487077775,31904.1463941094,8907.47650339847,180735845.738017,0.319782086283849,3771745.83071139,-266.689709461313
35,0.0,1.0,inf,1000,2.15320284352157,776.268128939265,0.922957780579016,1781.1108102924,1.15804522522658,764.618232897296,2.28674491094937,817.46695022697,0.907222312505763,1545.7279199034,True,True,True,True,True,True,True,True,True,True,-0.966083218973106,-2010.36213973432,0.0812903344546322,-19618.163168392,0.134809834010372,-1586.66736810948,-360.593550737733,-380.943139316909,-0.621694246973926,-1127960.82554466,4.35982200102579,3236.96168128797,1.61646287607809,20428.9312987304,1.93797882234194,2917.73358815573,344.765699126588,1820.12742060978,1.96165307648705,1091142.65837727,0,0.456583694912342,162.929039062553,0.0741285255253613,1375.82260100891,0.121790739527631,99.0180205082833,10.199875707871,97.9929018490926,0.23722913958866,19955.1216442598,1.84414974028531,1790131.96283691,0.153222908777442,104268071.080993,0.211388897661883,1319117.24770003,32346.7049171686,314975.841475485,0.43388527779628,320158049435.577,2.05261841074512,1816677.83460675,0.158717947074006,106160958.910439,0.22622188189657,1328921.81608541,32450.7423816246,324578.450288291,0.490162942466256,320556256315.414,-281.166916182684
35,0.0,1.0,inf,1000,1.3583956660444,1287.35698577445,0.770387730797809,1064.97522672702,1.07551940347066,932.816334274105,1.36908678782577,705.555212613954,0.998407065796556,2017.76420274855,True,True,True,True,True,True,True,True,True,True,-173.393746770876,-3176.94942556752,0.202898124401779,-34451.850671911,-0.122744899951069,-27735.5640000111,0.609988220137619,108.752502655302,-0.739909566100237,-164002.598036618,168.646873492794,4657.01983393135,1.18793503148665,33972.8927487843,1.96909893536939,27868.1763548825,1.94808121605186,1216.71490245593,2.310982141478,144325.642514152,0,3.73183408846389,547.294593578285,0.0749690034724278,1304.28707531415,0.152375041477853,866.555089188565,0.0901124580282476,42.8335902927865,0.212900184903041,11856.0208771438,7606.14649146023,3990001.33452792,0.0630832878768087,304393707.247306,0.284490542836729,201009844.806489,0.116407753950999,79810.3764698822,0.605149808001724,6180675236.2929,7620.07307712405,4289532.70668794,0.0687036393584576,306094872.022138,0.307708696102106,201760762.529087,0.124528009042892,81645.0929272525,0.650476296733473,6321240467.33217,-277.659168840049
35,0.0,1.0,inf,1000,1.37624013325775,1401.33385980662,1.27417879882049,1255.24506086028,1.10437727040895,936.587013916779,1.018482287812,522.57828492584,2.03767406505205,605.558522381895,True,True,True,True,True,True,True,False,True,True,-6.86767071863073,-25068.1794217617,-0.0986620546447394,-3333.98878688325,0.162981807716405,-2307.58283794031,0.49727172452302,110.961753461869,-166.969468408127,64.2890093455552,7.77398436685486,22236.6264833673,2.37240212710653,4850.69291288635,1.83601418288337,3554.08171091927,1.42494331344212,873.363776584097,164.818637679372,1093.37981897051,0,0.923047853020878,2817.24709601851,0.137272180114764,496.971751997483,0.104916915672849,313.292051768957,0.0574564365687986,30.4203111622067,3.11291496892425,26.6521014851867,13.9376533483174,145485544.776467,0.396987987954112,4355248.13851347,0.18197763021466,2233835.74927087,0.0559497083295206,37790.0437776319,7156.99875535288,68852.0244484179,14.7896706872839,153422425.976492,0.415831639387572,4602229.06079692,0.192985189408963,2331987.65897247,0.059250950432705,38715.4391088374,7166.68899495663,69562.3589619946,-270.625492753559
35,0.0,1.0,inf,1000,1.70901124586646,487.223334051084,1.08964241053902,1371.39301418018,1.34334744771949,804.26423335893,1.93260370934579,741.46965038797,1.49087393303313,815.785781233755,True,False,True,True,True,True,True,True,True,True,0.1313590137336,319.325561791383,-0.550097658687478,-95964.556870794,0.59813501018229,-1472.37149578616,0.232296518047578,-340.374536354708,-0.133020239734448,-1911.78807013297,2.95984802989234,644.354215925848,2.3271443891626,89654.2970894878,1.9301117871011,2729.98841995621,3.20608678717476,1602.40445936484,2.76138386489125,3103.80419328517,0,0.16334265804357,5.38393212247075,0.201074147605343,4526.53764693859,0.0792463635995106,175.42888105196,0.213272972499618,110.425581426781,0.176624746905804,219.788260773974,0.520137670184108,6868.35309895259,0.538222825373162,2240028215.39835,0.115346021839987,1148142.53230684,0.574949878975563,245389.578021139,0.544662713854172,1635512.10361316,0.546818494120846,6897.33982405196,0.578653638208377,2260517758.4675,0.121626007983733,1178917.82461398,0.620435239774386,257583.387054582,0.575859015073711,1683818.9831872,-273.815888882341
