n,p,q,p.value,stat,loglik.F,loglik.R
5000,0.215,0.825,0.261277695051602,5.26387561820593,-30968.784541914,-30971.4164797231
6000,0.215,0.825,0.597243432181442,2.76872425117472,-37021.9745671045,-37023.3589292301
7000,0.215,0.825,0.0730345757577941,8.56184649959323,-43361.9360808713,-43366.2170041211
8000,0.215,0.825,0.253089247778548,5.35155574003875,-49492.5257085757,-49495.2014864457
50,0.215,0.825,0.259719418399176,5.28037798361981,-305.572922182495,-308.213111174305
60,0.215,0.825,0.000245576978349059,21.5562917440417,-355.785089909079,-366.5632357811
70,0.215,0.825,0.00345229611360382,15.6980455187856,-451.386982687039,-459.236005446432
80,0.215,0.825,0.640304493149861,2.52421803298728,-477.971420163208,-479.233529179702
90,0.215,0.825,0.360838170941922,4.34892946073455,-551.055351480999,-553.229816211366
100,0.215,0.825,0.597915856569009,2.76484696522948,-592.793233785837,-594.175657268452
150,0.215,0.825,0.213041634776469,5.81947607529833,-906.484737820178,-909.394475857827
200,0.215,0.825,0.397840505399739,4.06079617387104,-1227.69336253294,-1229.72376061987
250,0.215,0.825,0.293153097571893,4.94341313746418,-1545.33800372413,-1547.80971029286
300,0.215,0.825,0.115195023473813,7.42207345238103,-1893.89333677596,-1897.60437350215
350,0.215,0.825,0.819632306573326,1.53944362297898,-2246.37340082573,-2247.14312263722
400,0.215,0.825,0.931632486915139,0.849924108016239,-2514.66281031068,-2515.08777236468
450,0.215,0.825,0.0323166556161357,10.5351191721238,-2724.39519084297,-2729.66275042903
500,0.215,0.825,0.491280971003276,3.41266807624015,-3139.30589710594,-3141.01223114406
1000,0.215,0.825,0.584794597367382,2.84089346450855,-6195.70498716137,-6197.12543389363
2000,0.215,0.825,1.94731241947753e-06,31.9623303636654,-12453.6886157078,-12469.6697808897
4000,0.215,0.825,0.946831934293103,0.735877262501162,-24776.1999025752,-24776.5678412064
5000,0.215,0.825,0.0586599627200765,9.09950178737927,-30919.1885653305,-30923.7383162241
6000,0.215,0.825,0.394860866293095,4.08321640614304,-37273.5197377469,-37275.56134595
7000,0.215,0.825,0.255640108370647,5.32398375769844,-43065.9439778142,-43068.605969693
8000,0.215,0.825,0.0181091634749218,11.9001842251746,-49665.4587032612,-49671.4087953738
50,0.215,0.825,0.864721897601565,1.2802232907469,-305.283039349261,-305.923150994634
60,0.215,0.825,0.136163055333436,6.99480418476924,-367.230692989076,-370.728095081461
70,0.215,0.825,0.758790153461572,1.87470445345195,-435.464731532421,-436.402083759147
80,0.215,0.825,0.434778573046668,3.79276026378636,-481.206133490211,-483.102513622104
90,0.215,0.825,0.480573528472577,3.48230811643407,-525.921485015859,-527.662639074076
100,0.215,0.825,0.551593984180842,3.0373533462689,-597.599202129079,-599.117878802214
150,0.215,0.825,0.701480420556204,2.18661554232904,-910.58407334745,-911.677381118614
200,0.215,0.825,0.134323335056513,7.02977039363486,-1227.2003917825,-1230.71527697932
250,0.215,0.825,0.283293395601127,5.03925456682555,-1420.57746439717,-1423.09709168058
300,0.215,0.825,0.738945153426368,1.98267741690188,-1893.2505073089,-1894.24184601735
350,0.215,0.825,0.685426214764538,2.2744412853699,-2122.55938715649,-2123.69660779918
400,0.215,0.825,0.661908750107773,2.40397658973052,-2453.95538250932,-2455.15737080419
450,0.215,0.825,0.157271722994474,6.62187017665019,-2804.64445183479,-2807.95538692312
500,0.215,0.825,0.164886171796575,6.49848014245617,-3040.42644843344,-3043.67568850467
1000,0.215,0.825,0.122799906749737,7.25937728023746,-6223.10832884012,-6226.73801748024
2000,0.215,0.825,0.306023082241905,4.82228366131676,-12456.0766121639,-12458.4877539946
4000,0.215,0.825,0.142026503677417,6.88618431912619,-25004.7017616938,-25008.1448538534
5000,0.215,0.825,0.116682025920775,7.38949398774275,-30931.0498054923,-30934.7445524862
6000,0.215,0.825,0.143535866834905,6.85888903377054,-37280.5216174172,-37283.9510619341
7000,0.215,0.825,0.182590611695257,6.23038986089523,-43735.6757800716,-43738.7909750021
8000,0.215,0.825,0.00447107225819821,15.113720726411,-49568.9090470718,-49576.465907435
50,0.215,0.825,0.665175522230689,2.38590735048069,-306.998901405493,-308.191855080734
60,0.215,0.825,0.693219248595686,2.23175907240727,-364.036466177187,-365.15234571339
70,0.215,0.825,0.336679824711566,4.54982939488514,-422.905340476766,-425.180255174208
80,0.215,0.825,0.906281563797902,1.0230459775139,-508.191092142707,-508.702615131464
90,0.215,0.825,0.872747060820088,1.23233293544922,-540.927653744004,-541.543820211729
100,0.215,0.825,0.1710605537507,6.40215817512399,-620.401738165442,-623.602817253004
150,0.215,0.825,0.78602636798365,1.72579720802855,-838.646692042148,-839.509590646163
200,0.215,0.825,0.539835900760255,3.10849576521878,-1238.36808672222,-1239.92233460483
250,0.215,0.825,0.133539423254668,7.04480350718723,-1545.11041830648,-1548.63282006007
300,0.215,0.825,0.0600925943508421,9.04060213418097,-1906.29082624036,-1910.81112730745
350,0.215,0.825,0.909434742564209,1.00238096691828,-2182.53714753603,-2183.03833801949
400,0.215,0.825,0.881150574695579,1.18140498285811,-2482.92398693906,-2483.51468943049
450,0.215,0.825,0.272000598025481,5.15254380877832,-2832.9398672051,-2835.51613910949
500,0.215,0.825,0.930080367305397,0.861055249084529,-3111.44133627997,-3111.87186390452
1000,0.215,0.825,0.711949903748005,2.12952669733022,-6196.55154116891,-6197.61630451758
2000,0.215,0.825,0.688682530969438,2.25659404296312,-12326.6526024723,-12327.7808994938
4000,0.215,0.825,0.0935143156999571,7.9476622839793,-24670.981112893,-24674.9549440349
5000,0.215,0.825,0.398752975305231,4.05395577725722,-30948.6139203716,-30950.6408982602
6000,0.215,0.825,0.0036418127601825,15.5774914350477,-37285.7302416232,-37293.5189873407
7000,0.215,0.825,6.23331641109085e-05,24.5368047866214,-43209.726506267,-43221.9949086603
8000,0.215,0.825,0.171271675104743,6.39892048692855,-49763.7926584595,-49766.9921187029
50,0.215,0.825,0.498306126958446,3.3675183244236,-310.331226548552,-312.014985710764
60,0.215,0.825,0.00110995926453047,18.2354406768718,-367.871066923003,-376.988787261439
70,0.215,0.825,0.0782594859391475,8.39104482123616,-454.123584950874,-458.319107361492
80,0.215,0.825,0.871946266137004,1.23714273043277,-503.231173599915,-503.849744965131
90,0.215,0.825,0.849559867905052,1.36902780790228,-577.309567908745,-577.994081812696
100,0.215,0.825,0.842140130068101,1.41180813935625,-662.89121640541,-663.597120475088
150,0.215,0.825,0.625655349905901,2.60659468393214,-921.941954422389,-923.245251764355
200,0.215,0.825,0.363645311849392,4.32628441470297,-1213.76038965772,-1215.92353186508
250,0.215,0.825,0.533283408210979,3.14853434930365,-1553.25877171206,-1554.83303888671
300,0.215,0.825,0.690118048479324,2.24873206118082,-1879.21573804794,-1880.34010407853
350,0.215,0.825,0.692667588953551,2.23477720546271,-2163.70576556311,-2164.82315416584
400,0.215,0.825,0.659945671515174,2.41484795631732,-2384.39465437564,-2385.60207835379
450,0.215,0.825,0.418410422184194,3.9093684978252,-2867.61904795941,-2869.57373220832
500,0.215,0.825,0.38177724623579,4.18321987085164,-3059.74185554183,-3061.83346547725
1000,0.215,0.825,0.473031339864232,3.5319870573876,-6201.06269886699,-6202.82869239568
2000,0.215,0.825,0.42641364189252,3.85194444554145,-12451.731082215,-12453.6570544378
4000,0.215,0.825,0.32509381465751,4.65031791515503,-24978.1975771187,-24980.5227360763
5000,0.215,0.825,0.449860630088743,3.68808935132256,-31002.8858275906,-31004.7298722663
6000,0.215,0.825,0.17900966852989,6.28266646710108,-37448.6665092597,-37451.8078424932
7000,0.215,0.825,0.169329501756348,6.42884190355835,-43241.8813367344,-43245.0957576862
8000,0.215,0.825,0.323924409904096,4.66062138890265,-49295.4511783447,-49297.7814890392
50,0.215,0.825,0.481893745262255,3.47366614885766,-305.674469801524,-307.411302875953
60,0.215,0.825,0.631043044062844,2.57621059404153,-347.437794643961,-348.725899940982
70,0.215,0.825,0.264091579842527,5.23428829527893,-453.190957966394,-455.808102114033
80,0.215,0.825,0.0441038671773845,9.79075229889838,-481.1200161901,-486.015392339549
90,0.215,0.825,0.28412891181661,5.03102513219164,-580.151718265886,-582.667230831982
100,0.215,0.825,0.106318254265157,7.62508832003937,-625.177746520312,-628.990290680332
150,0.215,0.825,0.924833011413446,0.898101647459725,-926.695795496245,-927.144846319975
200,0.215,0.825,0.519558205635113,3.23336897236368,-1261.3253000456,-1262.94198453178
250,0.215,0.825,0.497703357210009,3.37137594006253,-1527.59624112359,-1529.28192909362
300,0.215,0.825,0.62192579840023,2.62769046312451,-1876.39750869541,-1877.71135392698
350,0.215,0.825,0.953396746517744,0.683098512309698,-2158.67449714082,-2159.01604639698
400,0.215,0.825,0.716422566967131,2.10517032439839,-2490.55435158786,-2491.60693675005
450,0.215,0.825,0.94510082815647,0.749394028739516,-2781.45970207928,-2781.83439909365
500,0.215,0.825,0.95528451747666,0.66742472693295,-3071.82715607031,-3072.16086843378
1000,0.215,0.825,0.882610255968876,1.17246916538716,-6163.4543357578,-6164.04057034049
2000,0.215,0.825,0.0621947651747098,8.95654930110686,-12363.1577683042,-12367.6360429547
4000,0.215,0.825,0.325217266883361,4.64923195777374,-24801.2233602231,-24803.547976202
5000,0.215,0.825,0.176734314212592,6.31637369909004,-31046.3469006039,-31049.5050874535
6000,0.215,0.825,0.579261431741961,2.8732169791183,-37126.8902155826,-37128.3268240721
7000,0.215,0.825,0.525259852620889,3.19796403693908,-43382.1589615319,-43383.7579435504
8000,0.215,0.825,0.0104313481247189,13.1794733175775,-49651.6226324317,-49658.2123690905
50,0.215,0.825,0.138788403498829,6.945649955524,-306.023050148183,-309.495875125945
60,0.215,0.825,0.411483925040705,3.95972494714397,-353.048496913558,-355.02835938713
70,0.215,0.825,0.979525725702122,0.434847203264781,-427.542176504902,-427.759600106534
80,0.215,0.825,0.141431021822419,6.89702610854818,-482.992087465822,-486.440600520097
90,0.215,0.825,0.250713667238655,5.37744898171263,-558.70956128937,-561.398285780226
100,0.215,0.825,0.191577419254663,6.10313398362814,-608.363168065911,-611.414735057725
150,0.215,0.825,0.740766977155729,1.97277232695455,-903.12083308013,-904.107219243607
200,0.215,0.825,0.293301288195935,4.94199339178749,-1251.48887003139,-1253.95986672728
250,0.215,0.825,0.975107540336418,0.483286193867116,-1585.52542389455,-1585.76706699148
300,0.215,0.825,0.221584038215184,5.71357618667025,-1878.07271900374,-1880.92950709708
350,0.215,0.825,0.537952168650162,3.11997665512536,-2126.84517465606,-2128.40516298363
400,0.215,0.825,0.0382620668837593,10.1319897111298,-2479.5405428425,-2484.60653769806
450,0.215,0.825,0.323453197146813,4.66478176106648,-2786.32367514723,-2788.65606602776
500,0.215,0.825,0.559334333565802,2.99098999561284,-3064.28834379893,-3065.78383879674
1000,0.215,0.825,0.348047743043523,4.45390879467413,-6262.05268355072,-6264.27963794806
2000,0.215,0.825,0.0607798347814336,9.01282019054634,-12447.3151516948,-12451.8215617901
4000,0.215,0.825,0.0455094569090189,9.7151399331633,-24747.1469908469,-24752.0045608135
5000,0.215,0.825,0.81419615518671,1.5698743893663,-31007.2282534659,-31008.0131906605
6000,0.215,0.825,0.271162914459425,5.16110526771809,-37020.31600075,-37022.8965533839
7000,0.215,0.825,0.382346885322987,4.17881154188944,-43469.5619895439,-43471.6513953149
8000,0.215,0.825,0.289379936760724,4.97976601542905,-49723.3000074564,-49725.7898904641
50,0.215,0.825,0.634744695957201,2.55539492452226,-308.005786701741,-309.283484164003
60,0.215,0.825,0.334616351802788,4.56751922133867,-347.881293018234,-350.165052628903
70,0.215,0.825,0.0867758023241891,8.13443953901674,-448.47876239293,-452.545982162439
80,0.215,0.825,0.623906649099221,2.61647947767619,-521.939782438981,-523.248022177819
90,0.215,0.825,0.850030199546249,1.36630216345748,-533.838180790944,-534.521331872672
100,0.215,0.825,0.67800827909584,2.31517119552404,-605.108069869432,-606.265655467195
150,0.215,0.825,0.5379845816743,3.11977890588901,-944.439574937732,-945.999464390676
200,0.215,0.825,0.355153096750741,4.39521994114284,-1258.4270142596,-1260.62462423017
250,0.215,0.825,0.0263554342127219,11.0186300501568,-1572.05438385092,-1577.563698876
300,0.215,0.825,0.109489080253309,7.5508207400344,-1823.05538184069,-1826.8307922107
350,0.215,0.825,0.117804658050326,7.36515162457181,-2197.84595457725,-2201.52853038953
400,0.215,0.825,0.233731677553684,5.56898716014985,-2526.79421246572,-2529.5787060458
450,0.215,0.825,0.636587722264566,2.54504856722087,-2799.45744299868,-2800.72996728229
500,0.215,0.825,0.727068751623015,2.04724879231708,-3074.75123017628,-3075.77485457244
1000,0.215,0.825,0.0243643787815299,11.2040135122697,-6342.64872231365,-6348.25072906978
2000,0.215,0.825,0.5561440493318,3.01005549692127,-12612.5087143257,-12614.0137420742
4000,0.215,0.825,0.771716124446404,1.80418755970459,-24893.1399736766,-24894.0420674565
5000,0.215,0.825,0.225114103510666,5.67085846418195,-30992.7212787724,-30995.5567080045
6000,0.215,0.825,0.0348720355177114,10.3537679587753,-37105.7146186535,-37110.8915026329
7000,0.215,0.825,3.07705077385837e-06,30.9891404183727,-43556.7241346616,-43572.2187048708
8000,0.215,0.825,0.000132158726605672,22.9070186829922,-49473.2040205531,-49484.6575298946
50,0.215,0.825,0.287802366811186,4.99508315085802,-314.758145566754,-317.255687142183
60,0.215,0.825,0.806048357247663,1.61525165914406,-357.117595001787,-357.925220831359
70,0.215,0.825,0.504737339215104,3.32654575315291,-393.288059407276,-394.951332283852
80,0.215,0.825,0.324196816174379,4.65821854575734,-502.050555519569,-504.379664792447
90,0.215,0.825,0.361239388925903,4.34568437795656,-548.465348163829,-550.638190352807
100,0.215,0.825,0.308328374636023,4.80103510893764,-612.378877371372,-614.779394925841
150,0.215,0.825,0.0872393689546763,8.12116167586328,-976.482130177987,-980.542711015918
200,0.215,0.825,0.82452918354212,1.51191283676644,-1245.58779571065,-1246.34375212904
250,0.215,0.825,0.411545421250342,3.95927510256024,-1557.57932212154,-1559.55895967282
300,0.215,0.825,0.674234042411042,2.33593714241897,-1875.99534015557,-1877.16330872678
350,0.215,0.825,0.821053509892416,1.53146552402814,-2147.73201344187,-2148.49774620389
400,0.215,0.825,0.280375298026838,5.06815786361949,-2455.82800717809,-2458.3620861099
450,0.215,0.825,0.106760971424889,7.61459608903715,-2835.98009155651,-2839.78738960103
500,0.215,0.825,0.439561446226234,3.75928934093372,-3076.57455340688,-3078.45419807734
1000,0.215,0.825,0.332052092386535,4.58962551552577,-6181.87693670112,-6184.17174945888
2000,0.215,0.825,0.00113081666578385,18.1941188602614,-12400.9652708285,-12410.0623302586
4000,0.215,0.825,0.45248393595154,3.67013890422095,-24611.7787075402,-24613.6137769923
5000,0.215,0.825,0.00207288538846608,16.8436892484387,-31148.1615258685,-31156.5833704927
6000,0.215,0.825,0.402124830224677,4.02878060935473,-37074.456390548,-37076.4707808527
7000,0.215,0.825,0.566887321368376,2.94608968989633,-43260.2636237603,-43261.7366686052
8000,0.215,0.825,0.00934186123438819,13.4332542813063,-49678.7300948464,-49685.446721987
50,0.215,0.825,0.194306138003112,6.0655501525406,-311.345807950391,-314.378583026661
60,0.215,0.825,0.89965789673453,1.06581190214752,-356.749701442844,-357.282607393918
70,0.215,0.825,0.548535719110983,3.05577286125333,-418.386470043079,-419.914356473705
80,0.215,0.825,0.202374668057038,5.95710517871896,-499.683531709723,-502.662084299082
90,0.215,0.825,0.720161048758953,2.08482351221346,-525.447115524787,-526.489527280893
100,0.215,0.825,0.613001289533721,2.67839032311599,-598.520118828885,-599.859313990443
150,0.215,0.825,0.683080606447989,2.28730896620232,-908.759877023293,-909.903531506394
200,0.215,0.825,0.0217421784391424,11.4719236094402,-1244.60423731033,-1250.34019911505
250,0.215,0.825,0.482334216513914,3.470786404725,-1595.4998723866,-1597.23526558896
300,0.215,0.825,0.680158787704475,2.30335226188026,-1877.79664503869,-1878.94832116963
350,0.215,0.825,0.263758103096278,5.23778061079247,-2138.40200107736,-2141.02089138275
400,0.215,0.825,0.737217414962441,1.99207057375315,-2498.54455396184,-2499.54058924872
450,0.215,0.825,0.685480751845885,2.27414222292009,-2811.63104584247,-2812.76811695393
500,0.215,0.825,0.127382141244048,7.16578902479978,-3089.12257462975,-3092.70546914215
1000,0.215,0.825,0.135464392160135,7.0080317555512,-6143.04669944971,-6146.55071532748
2000,0.215,0.825,0.100915262491108,7.7565267884238,-12655.7585788213,-12659.6368422155
4000,0.215,0.825,0.183502793805078,6.21722041844623,-24963.4866340063,-24966.5952442156
5000,0.215,0.825,0.160944829621594,6.56168756236002,-31228.6779192892,-31231.9587630704
6000,0.215,0.825,0.123405090199277,7.24683390016435,-36806.5332280233,-36810.1566449734
7000,0.215,0.825,0.332899817388391,4.58230209931207,-43504.5574679044,-43506.848618954
8000,0.215,0.825,0.0768421929250129,8.43628598544456,-49518.137866974,-49522.3560099667
50,0.215,0.825,0.131284703848816,7.08849922992965,-314.116441697127,-317.660691312092
60,0.215,0.825,0.207220045451012,5.89381202588288,-371.166988787759,-374.113894800701
70,0.215,0.825,0.444930352347164,3.72202685650825,-412.154388206933,-414.015401635188
80,0.215,0.825,0.312165933996248,4.76595253462665,-478.014319356071,-480.397295623385
90,0.215,0.825,0.182775623915791,6.22771402247008,-561.787019794057,-564.900876805292
100,0.215,0.825,0.692123482009868,2.23775448641345,-602.367772720625,-603.486649963832
150,0.215,0.825,0.240535719893314,5.49084119293093,-943.788007164864,-946.53342776133
200,0.215,0.825,0.0199677607566352,11.6716229027152,-1284.50208097186,-1290.33789242322
250,0.215,0.825,0.0940894230973516,7.93231134783673,-1584.61801433675,-1588.58417001067
300,0.215,0.825,0.903650346497487,1.04013511706125,-1800.37748821403,-1800.89755577257
350,0.215,0.825,0.524342230402402,3.20364616103416,-2219.80048974806,-2221.40231282857
400,0.215,0.825,0.00778508540687382,13.8512996301033,-2399.02133356712,-2405.94698338217
450,0.215,0.825,0.573858045443735,2.90493628805325,-2719.17016574553,-2720.62263388956
500,0.215,0.825,0.157656395057002,6.61550795704989,-3067.9426822314,-3071.25043620992
1000,0.215,0.825,0.49054056009744,3.4174511304027,-6227.12600358049,-6228.83472914569
2000,0.215,0.825,0.0818801962970288,8.27888557452025,-12473.0621464846,-12477.2015892719
4000,0.215,0.825,0.0347812977132573,10.3599850395476,-24928.727263249,-24933.9072557688
5000,0.215,0.825,0.000547373878624112,19.7981090524991,-30971.0174622827,-30980.916516809
6000,0.215,0.825,0.398950875773134,4.05247376566695,-37329.4871368813,-37331.5133737642
7000,0.215,0.825,0.265033433544919,5.22444508438639,-43531.5559929896,-43534.1682155318
8000,0.215,0.825,0.225035413114628,5.67180428889696,-49269.7019365593,-49272.5378387037
50,0.215,0.825,0.736797480232629,1.99435358894709,-269.152712428023,-270.149889222496
60,0.215,0.825,0.9656220237288,0.576656489460561,-381.260792875798,-381.549121120528
70,0.215,0.825,0.117449509193616,7.37282909632575,-443.378516650927,-447.06493119909
80,0.215,0.825,0.471974816040862,3.53898888492108,-516.024903668888,-517.794398111348
90,0.215,0.825,0.727153624676631,2.04678724899736,-530.596485467259,-531.619879091758
100,0.215,0.825,0.181186388667546,6.25077885611086,-607.880763344565,-611.00615277262
150,0.215,0.825,0.399666043950882,4.0471227367284,-888.415827646873,-890.439389015238
200,0.215,0.825,0.118945976892849,7.34062334725559,-1258.41722432434,-1262.08753599797
250,0.215,0.825,0.619478431631448,2.64156256666274,-1506.26919537156,-1507.58997665489
300,0.215,0.825,0.727923746259453,2.0425994030561,-1862.36386771368,-1863.3851674152
350,0.215,0.825,0.747276840955141,1.9373714876283,-2129.84833192632,-2130.81701767013
400,0.215,0.825,0.578566986730165,2.87728492286442,-2419.98868485773,-2421.42732731916
450,0.215,0.825,0.234306990536605,5.56230351921022,-2835.67068131704,-2838.45183307665
500,0.215,0.825,0.544585315244825,3.0796527856146,-3085.07269568248,-3086.61252207529
1000,0.215,0.825,0.308519506158921,4.79927929803489,-6326.30702610956,-6328.70666575857
2000,0.215,0.825,0.271059702930931,5.16216168502069,-12414.2517426425,-12416.832823485
4000,0.215,0.825,0.0137061144067176,12.5485091674927,-24824.6676291426,-24830.9418837263
5000,0.215,0.825,0.106174901904089,7.6284944377694,-31003.1904816304,-31007.0047288493
6000,0.215,0.825,0.0747283825094192,8.50524569521076,-37318.6009090904,-37322.853531938
7000,0.215,0.825,0.76236328339453,1.85523238763562,-43335.4121819872,-43336.339798181
8000,0.215,0.825,0.0717451180178596,8.60577364865458,-49491.29620557,-49495.5990923943
50,0.215,0.825,0.142053966910916,6.88568530768941,-300.444660179471,-303.887502833316
60,0.215,0.825,0.139891551563683,6.92524986122453,-377.101659155267,-380.56428408588
70,0.215,0.825,0.996687903846797,0.167366469057924,-424.523907394578,-424.607590629107
80,0.215,0.825,0.751429009086247,1.91478201608891,-503.795881675708,-504.753272683752
90,0.215,0.825,0.596369940064856,2.77376403912194,-550.852994294917,-552.239876314478
100,0.215,0.825,0.728703963108442,2.03835684644491,-639.346500682859,-640.365679106082
150,0.215,0.825,0.533291737000914,3.14848327211462,-912.136233158666,-913.710474794723
200,0.215,0.825,0.0515084841529428,9.41570282348584,-1227.72115457654,-1232.42900598828
250,0.215,0.825,0.216360230406253,5.77789926062678,-1585.60349098048,-1588.4924406108
300,0.215,0.825,0.996133049923305,0.181258964702465,-1864.76721190519,-1864.85784138755
350,0.215,0.825,0.803199186802602,1.63105990472468,-2161.29511102052,-2162.11064097289
400,0.215,0.825,0.674291608641925,2.33562018275916,-2459.52160527792,-2460.6894153693
450,0.215,0.825,0.509098058218681,3.29895366029723,-2789.808385097,-2791.45786192715
500,0.215,0.825,0.823733545581271,1.51639409518248,-3120.66070634627,-3121.41890339386
1000,0.215,0.825,0.235127124794706,5.5528003520285,-6171.33772246128,-6174.11412263729
2000,0.215,0.825,0.115000203532638,7.42637071353602,-12301.9965453455,-12305.7097307023
4000,0.215,0.825,0.128870165056567,7.13606484873162,-24958.8703956433,-24962.4384280677
5000,0.215,0.825,0.0216440368184933,11.4825485305919,-31033.8539589657,-31039.595233231
6000,0.215,0.825,0.178811441511577,6.28558764980698,-36953.357773547,-36956.5005673719
7000,0.215,0.825,0.00678519798466721,14.1654862316209,-43369.2453102473,-43376.3280533631
8000,0.215,0.825,0.0958272502984925,7.88645285012899,-49388.0607659434,-49392.0039923685
50,0.215,0.825,0.212679545757157,5.82404696094591,-310.916935926965,-313.828959407438
60,0.215,0.825,0.290179371577286,4.97203076995368,-353.833242865451,-356.319258250428
70,0.215,0.825,0.904533801527527,1.03441252756807,-444.739615403524,-445.256821667308
80,0.215,0.825,0.570062257931238,2.9273124215207,-483.333269061712,-484.796925272472
90,0.215,0.825,0.493891333440686,3.39584274741901,-543.22713864184,-544.92506001555
100,0.215,0.825,0.845912675453678,1.39010675107102,-626.040349058907,-626.735402434442
150,0.215,0.825,0.457598299767227,3.63535195713439,-966.89934904444,-968.717025023007
200,0.215,0.825,0.606260633770825,2.71689972307286,-1254.56283801202,-1255.92128787356
250,0.215,0.825,0.179087212535273,6.28152452682798,-1568.07709803848,-1571.2178603019
300,0.215,0.825,0.76013161483947,1.86739564818572,-1861.29990084031,-1862.2335986644
350,0.215,0.825,0.69713812417694,2.21033216071646,-2214.00104212564,-2215.106208206
400,0.215,0.825,0.982593429998329,0.39857471196774,-2536.11073247028,-2536.31001982627
450,0.215,0.825,0.07505618054806,8.49443205467014,-2720.56024049367,-2724.807456521
500,0.215,0.825,0.312717524338345,4.76093922507425,-3078.82354866768,-3081.20401828022
1000,0.215,0.825,0.81634105438393,1.5578833518648,-6180.3997822887,-6181.17872396463
2000,0.215,0.825,0.801561172580667,1.64013533529578,-12394.372447706,-12395.1925153737
4000,0.215,0.825,0.681417670128205,2.29643788308749,-24713.8369294839,-24714.9851484254
5000,0.215,0.825,0.000945571336598734,18.5908407981624,-31028.3734245633,-31037.6688449624
6000,0.215,0.825,0.0447779807567258,9.75420531259442,-37377.9714062905,-37382.8485089468
7000,0.215,0.825,0.10730556041884,7.60174495371757,-43593.1128548776,-43596.9137273545
8000,0.215,0.825,0.0271616918355411,10.9473893605464,-49720.2448199545,-49725.7185146347
50,0.215,0.825,0.694157172476411,2.22662876795027,-321.702559925751,-322.815874309727
60,0.215,0.825,0.672386980311993,2.34611093449837,-378.497524841816,-379.670580309065
70,0.215,0.825,0.519463633532067,3.23395823557701,-410.381419992134,-411.998399109922
80,0.215,0.825,0.302533499702754,4.8547017865518,-461.828369959376,-464.255720852652
90,0.215,0.825,0.58573982041589,2.83538722841922,-583.487366799199,-584.905060413408
100,0.215,0.825,0.578851691539695,2.87561686461981,-565.080209014966,-566.518017447276
150,0.215,0.825,0.955162119577401,0.668448348327047,-936.704029686251,-937.038253860414
200,0.215,0.825,0.704925843362718,2.1678146367517,-1223.32928918205,-1224.41319650043
250,0.215,0.825,0.0880636478791634,8.09771483702525,-1562.48249971535,-1566.53135713386
300,0.215,0.825,0.133369261742191,7.04807741635113,-1878.20306264599,-1881.72710135416
350,0.215,0.825,0.963666276324017,0.594559961033156,-2108.92850250901,-2109.22578248952
400,0.215,0.825,0.394524721980499,4.085753772114,-2505.47109574681,-2507.51397263287
450,0.215,0.825,0.528803756327093,3.17607582614528,-2780.85781460077,-2782.44585251384
500,0.215,0.825,0.0959852119647182,7.88232316658286,-3111.77651257736,-3115.71767416065
1000,0.215,0.825,0.39660048592519,4.07011114517081,-6277.97193310933,-6280.00698868192
2000,0.215,0.825,0.0490752367093343,9.53291779684514,-12399.675332608,-12404.4417915064
4000,0.215,0.825,0.00775586758194423,13.8599053672006,-24732.8153063203,-24739.7452590039
5000,0.215,0.825,0.436424829306066,3.78120985831629,-30809.8847752532,-30811.7753801824
6000,0.215,0.825,0.242076396769854,5.47341306007002,-37420.6205018313,-37423.3572083613
7000,0.215,0.825,0.115261938505781,7.42059902205074,-43411.7118435057,-43415.4221430167
8000,0.215,0.825,0.104861160272066,7.65991059974476,-49528.7413271307,-49532.5712824306
50,0.215,0.825,0.569484161793199,2.93072722992213,-324.312227574513,-325.777591189474
60,0.215,0.825,0.91051985684048,0.995220453852085,-376.941569761905,-377.439179988831
70,0.215,0.825,0.543929331001142,3.08362782251675,-421.40118932777,-422.943003239029
80,0.215,0.825,0.346256329583522,4.46885610858567,-523.929264899173,-526.163692953466
90,0.215,0.825,0.243628958010968,5.4559474465691,-578.587189041822,-581.315162765106
100,0.215,0.825,0.788979878490806,1.70956239404609,-598.343804262502,-599.198585459525
150,0.215,0.825,0.033860569199012,10.4239690051597,-935.852498311233,-941.064482813813
200,0.215,0.825,0.229651244222919,5.61680706174366,-1221.34785883452,-1224.1562623654
250,0.215,0.825,0.528676696859431,3.17685904612154,-1539.51361721525,-1541.10204673832
300,0.215,0.825,0.154621813805263,6.66608631455119,-1829.37805419114,-1832.71109734841
350,0.215,0.825,0.769124291414517,1.81834540871114,-2142.53579223389,-2143.44496493824
400,0.215,0.825,0.942968483484724,0.76583728555579,-2453.75944756756,-2454.14236621033
450,0.215,0.825,0.279971138470195,5.0721809898414,-2781.86283659284,-2784.39892708776
500,0.215,0.825,0.491787387819521,3.4093993491224,-3177.02590636916,-3178.73060604372
1000,0.215,0.825,0.237211769058232,5.52877407919186,-6295.89315055584,-6298.65753759543
2000,0.215,0.825,0.259816161758824,5.27935099321621,-12350.1548928491,-12352.7945683457
4000,0.215,0.825,0.776883373411643,1.77592816241668,-24844.3661780705,-24845.2541421517
5000,0.215,0.825,0.024816756630027,11.1606389617882,-31135.743526975,-31141.3238464559
6000,0.215,0.825,0.00494642453800974,14.8847022342961,-37144.1642112011,-37151.6065623182
7000,0.215,0.825,0.253484094485613,5.34727229918644,-43326.9422115731,-43329.6158477227
8000,0.215,0.825,0.368830829874922,4.28481183640542,-49506.466032877,-49508.6084387952
